key,text,tag,file,type,protected_text,translated
AM.Gizmos.DuelSpot.StartDuel.Forbidden,The duel spot is forbidden,AM.Gizmos.DuelSpot.StartDuel.Forbidden,Keys.xml,keyed,The duel spot is forbidden,决斗场被禁止
AM.Gizmos.DuelSpot.StartDuel.MissingWeapon,"{0} does not have a valid melee weapon (must be long weapon, not short)",AM.Gizmos.DuelSpot.StartDuel.MissingWeapon,Keys.xml,keyed,"(PH_1) does not have a valid melee weapon (must be long weapon, not short)",{0}没有有效的近战武器（必须是长武器，而不是短武器）
AM.Gizmos.DuelSpot.StartDuel.IncompatWeapon,"{0}'s weapon cannot be used to duel {1}, their weapons are incompatible (must be long weapons, not short)",AM.Gizmos.DuelSpot.StartDuel.IncompatWeapon,Keys.xml,keyed,"(PH_2)'s weapon cannot be used to duel (PH_1), their weapons are incompatible (must be long weapons, not short)",{0}的武器不能用于决斗{1}，他们的武器不兼容（必须是长武器，不能是短武器）
AM.Gizmos.DuelSpot.StartDuel.CannotInterrupt,{0}'s current job cannot be interrupted,AM.Gizmos.DuelSpot.StartDuel.CannotInterrupt,Keys.xml,keyed,(PH_1)'s current job cannot be interrupted,{0} 的当前作业无法中断
AM.Gizmos.DuelSpot.StartDuel.NoPath,{0} cannot reach the duel spot,AM.Gizmos.DuelSpot.StartDuel.NoPath,Keys.xml,keyed,(PH_1) cannot reach the duel spot,{0}无法到达决斗地点
AM.Gizmos.DuelSpot.StartDuel.OnCooldown,{0} cannot do a friendly duel for another {2} seconds,AM.Gizmos.DuelSpot.StartDuel.OnCooldown,Keys.xml,keyed,(PH_2) cannot do a friendly duel for another (PH_1) seconds,{0} 在 {2} 秒内无法进行友好决斗
AM.Gizmos.DuelSpot.StartDuel.FloatMenuTitle,Select a pawn to duel,AM.Gizmos.DuelSpot.StartDuel.FloatMenuTitle,Keys.xml,keyed,Select a (PH_1) to duel,选择 pawn 进行决斗
AM.Gizmos.DuelSpot.StartDuel.FailedToStart,An unexpected error caused the duel to not be able to be started. Please send logs to the mod author.,AM.Gizmos.DuelSpot.StartDuel.FailedToStart,Keys.xml,keyed,An unexpected error caused the duel to not be able to be started. Please send logs to the mod author.,意外错误导致决斗无法开始。请将日志发送给模组作者。
AM.Gizmos.DuelSpot.ToggleVisibility,Toggle visibility,AM.Gizmos.DuelSpot.ToggleVisibility,Keys.xml,keyed,Toggle visibility,切换可见性
AM.Gizmos.DuelSpot.ToggleVisibility.Desc,"Makes this duel spot invisible, or shows it again.\nWarning: it really is invisible! Don't forget where you put it down or you may struggle to find it again...",AM.Gizmos.DuelSpot.ToggleVisibility.Desc,Keys.xml,keyed,"Makes this duel spot invisible, or shows it again.(PH_1)Warning: it really is invisible! Don't forget where you put it down or you may struggle to find it again...","使此决斗点隐形，或再次显示。
警告：这确实是隐形！不要忘记你把它放在哪里，否则你可能很难再找到它......"
AM.Error.Grapple.Dead,{Grappler} is dead,AM.Error.Grapple.Dead,Keys.xml,keyed,(PH_1) is dead,{Grappler} 已死亡
AM.Error.Grapple.Stunned,{Grappler} is stunned,AM.Error.Grapple.Stunned,Keys.xml,keyed,(PH_1) is stunned,{Grappler}惊呆了
AM.Error.Grapple.DeadTarget,{Target} is dead,AM.Error.Grapple.DeadTarget,Keys.xml,keyed,(PH_1) is dead,{Target} 已死亡
AM.Error.Grapple.Downed,{Grappler} is downed,AM.Error.Grapple.Downed,Keys.xml,keyed,(PH_1) is downed,{Grappler} 已被击落
AM.Error.Grapple.AlreadyTarget,{Target} is already being lassoed,AM.Error.Grapple.AlreadyTarget,Keys.xml,keyed,(PH_1) is already being lassoed,{Target} 已被套住
AM.Error.Grapple.AlreadyTarget.Short,Already being lassoed,AM.Error.Grapple.AlreadyTarget.Short,Keys.xml,keyed,Already being lassoed,已经被套住了
AM.Error.Exec.FloatMenu,Cannot execute: {0},AM.Error.Exec.FloatMenu,Keys.xml,keyed,Cannot execute: (PH_1),无法执行：{0}
AM.Error.Exec.Internal,Int.Error: {Error},AM.Error.Exec.Internal,Keys.xml,keyed,Int.Error: (PH_1),内部错误：{Error}
AM.Error.Exec.Dead,{Exec} is dead,AM.Error.Exec.Dead,Keys.xml,keyed,(PH_1) is dead,{Exec} 已死亡
AM.Error.Exec.NoWalk.Short,{Target} cannot be reached,AM.Error.Exec.NoWalk.Short,Keys.xml,keyed,(PH_1) cannot be reached,无法联系 {Target}
AM.Error.Exec.DeadTarget,{Target} is dead,AM.Error.Exec.DeadTarget,Keys.xml,keyed,(PH_1) is dead,{Target} 已死亡
AM.Error.Exec.Downed,{Exec} is downed,AM.Error.Exec.Downed,Keys.xml,keyed,(PH_1) is downed,{Exec} 已被击落
AM.Error.Exec.DownedTarget,{Target} is downed. Downed pawns cannot be executed.,AM.Error.Exec.DownedTarget,Keys.xml,keyed,(PH_1) is downed. Downed pawns cannot be executed.,{Target} 已被击落。被击倒的棋子不能被处决。
AM.Error.Exec.DownedTarget.Short,{Target} is downed,AM.Error.Exec.DownedTarget.Short,Keys.xml,keyed,(PH_1) is downed,{Target} 已被击落
AM.Error.Exec.BadRace,{Target} is not a valid target.,AM.Error.Exec.BadRace,Keys.xml,keyed,(PH_1) is not a valid target.,{Target} 不是有效目标。
AM.Error.Exec.BadRace.Short,{Target} is not a valid target,AM.Error.Exec.BadRace.Short,Keys.xml,keyed,(PH_1) is not a valid target,{Target} 不是有效目标
AM.Error.Exec.CannotFist,{Exec} has no weapon and cannot use their fists: {Additional},AM.Error.Exec.CannotFist,Keys.xml,keyed,(PH_2) has no weapon and cannot use their fists: (PH_1),{Exec}没有武器，无法使用拳头：{Additional}
AM.Error.Exec.CannotFist.Short,{Exec} cannot use their fists,AM.Error.Exec.CannotFist.Short,Keys.xml,keyed,(PH_1) cannot use their fists,{Exec} 无法使用拳头
AM.Error.Exec.SelfInAnimation,{Exec} cannot execute anyone right now,AM.Error.Exec.SelfInAnimation,Keys.xml,keyed,(PH_1) cannot execute anyone right now,{Exec} 现在无法处决任何人
AM.Error.Exec.InAnimation,{Target} cannot be executed right now,AM.Error.Exec.InAnimation,Keys.xml,keyed,(PH_1) cannot be executed right now,{Target} 现在无法执行
AM.Error.Exec.Stunned,{Exec} is stunned,AM.Error.Exec.Stunned,Keys.xml,keyed,(PH_1) is stunned,{Exec}惊呆了
AM.Error.Exec.NoWalk,"{Target} is not adjacent to {Exec}, and cannot be lassoed or walked to.",AM.Error.Exec.NoWalk,Keys.xml,keyed,"(PH_2) is not adjacent to (PH_1), and cannot be lassoed or walked to.",{Target} 与 {Exec} 不相邻，无法用套索套住或步行前往。
AM.Error.Exec.NoWeapon,{Exec} is not wielding a valid melee weapon,AM.Error.Exec.NoWeapon,Keys.xml,keyed,(PH_1) is not wielding a valid melee weapon,{Exec} 没有使用有效的近战武器
AM.Error.Exec.NoWeapon.Short,No melee weapon,AM.Error.Exec.NoWeapon.Short,Keys.xml,keyed,No melee weapon,没有近战武器
AM.Error.Exec.Cooldown,{Exec}'s execution is on cooldown,AM.Error.Exec.Cooldown,Keys.xml,keyed,(PH_1)'s execution is on cooldown,{Exec} 的处决正在冷却中
AM.Error.Exec.Cooldown.Short,Execution on cooldown,AM.Error.Exec.Cooldown.Short,Keys.xml,keyed,Execution on cooldown,冷却时执行
AM.Error.Exec.NoAnims,{Exec} cannot perform any execution animations using their {Weapon}.\nThis is probably due to a lack of melee skill or because all animations are disabled in the mod settings.,AM.Error.Exec.NoAnims,Keys.xml,keyed,(PH_3) cannot perform any execution animations using their (PH_2).(PH_1)This is probably due to a lack of melee skill or because all animations are disabled in the mod settings.,"{Exec} 无法使用其 {Weapon} 执行任何执行动画。
这可能是由于缺乏近战技能或因为 Mod 设置中禁用了所有动画。"
AM.Error.Exec.NoAnims.Short,No animations available,AM.Error.Exec.NoAnims.Short,Keys.xml,keyed,No animations available,没有可用的动画
AM.Error.Exec.NoSpace,There is not enough space to perform any execution animation here,AM.Error.Exec.NoSpace,Keys.xml,keyed,There is not enough space to perform any execution animation here,这里没有足够的空间来执行任何执行动画
AM.Error.Exec.NoSpace.Short,Not enough space,AM.Error.Exec.NoSpace.Short,Keys.xml,keyed,Not enough space,空间不足
AM.Error.Exec.NoPath,"{Exec} cannot reach {Target} by walking, and their lasso is unavailable or unusable.",AM.Error.Exec.NoPath,Keys.xml,keyed,"(PH_2) cannot reach (PH_1) by walking, and their lasso is unavailable or unusable.",{Exec} 无法通过步行到达 {Target}，并且他们的 套索 不可用或无法使用。
AM.Error.Exec.NoPath.Short,No path to target,AM.Error.Exec.NoPath.Short,Keys.xml,keyed,No path to target,没有到达目标的路径
AM.Error.Exec.BadFists,{Exec} use their fists for execution: {Additional}.,AM.Error.Exec.BadFists,Keys.xml,keyed,(PH_2) use their fists for execution: (PH_1).,{Exec} use their fists for execution: {Additional}.
AM.Error.Exec.BadFists.Short,Cannot use their fists for execution,AM.Error.Exec.BadFists.Short,Keys.xml,keyed,Cannot use their fists for execution,不能用拳头执行死刑
AM.Error.Grapple.MissingLOS,No line of sight,AM.Error.Grapple.MissingLOS,Keys.xml,keyed,No line of sight,没有视线
AM.Error.Grapple.TooFar,{Target} is out of reach of {Grappler}'s lasso,AM.Error.Grapple.TooFar,Keys.xml,keyed,(PH_2) is out of reach of (PH_1)'s lasso,{Target} 超出 {Grappler} 的 套索 范围
AM.Error.Grapple.TooFar.Short,Too far away,AM.Error.Grapple.TooFar.Short,Keys.xml,keyed,Too far away,太远了
AM.Error.Grapple.InAnimation,{Target} cannot be lassoed right now,AM.Error.Grapple.InAnimation,Keys.xml,keyed,(PH_1) cannot be lassoed right now,现在无法套住 {Target}
AM.Error.Grapple.SelfInAnimation,{Grappler} cannot lasso right now,AM.Error.Grapple.SelfInAnimation,Keys.xml,keyed,(PH_1) cannot lasso right now,{Grappler} 现在不能 套索
AM.Error.Grapple.Mass,{Target} is too heavy for {Grappler} to lasso,AM.Error.Grapple.Mass,Keys.xml,keyed,(PH_2) is too heavy for (PH_1) to lasso,{Target} 对于 {Grappler} 到 套索 来说太重
AM.Error.Grapple.Mass.Short,{Target} is too heavy,AM.Error.Grapple.Mass.Short,Keys.xml,keyed,(PH_1) is too heavy,{Target} 太重
AM.Error.Grapple.Size,{Target} is too large for {Grappler} to lasso,AM.Error.Grapple.Size,Keys.xml,keyed,(PH_2) is too large for (PH_1) to lasso,{Target} 对于 {Grappler} 到 套索 来说太大
AM.Error.Grapple.Size.Short,{Target} is too large,AM.Error.Grapple.Size.Short,Keys.xml,keyed,(PH_1) is too large,{Target} 太大
AM.Error.Grapple.Cooldown,{Grappler}'s lasso is on cooldown,AM.Error.Grapple.Cooldown,Keys.xml,keyed,(PH_1)'s lasso is on cooldown,{Grappler} 的 套索 正在冷却
AM.Error.Grapple.Cooldown.Short,Lasso on cooldown,AM.Error.Grapple.Cooldown.Short,Keys.xml,keyed,Lasso on cooldown,套索已冷却
AM.Error.Grapple.SkillIssue,{Grappler} does not have the required melee skill ({MeleeSkill}) to use their lasso,AM.Error.Grapple.SkillIssue,Keys.xml,keyed,(PH_2) does not have the required melee skill ((PH_1)) to use their lasso,{Grappler} 不具备使用 套索 所需的近战技能 ({MeleeSkill})
AM.Error.Grapple.SkillIssue.Short,Not enough melee skill,AM.Error.Grapple.SkillIssue.Short,Keys.xml,keyed,Not enough melee skill,近战技能不够
AM.Error.Grapple.Manipulation,{Grappler} does not have the required manipulation to use their lasso,AM.Error.Grapple.Manipulation,Keys.xml,keyed,(PH_1) does not have the required manipulation to use their lasso,{Grappler} 没有使用其 套索 所需的操作
AM.Error.Grapple.Manipulation.Short,Not enough manipulation,AM.Error.Grapple.Manipulation.Short,Keys.xml,keyed,Not enough manipulation,操纵不够
AM.Error.Grapple.NoDest,There is no free spot around {Grappler} to drag {Target} to,AM.Error.Grapple.NoDest,Keys.xml,keyed,There is no free spot around (PH_2) to drag (PH_1) to,{Grappler} 周围没有空闲位置可将 {Target} 拖动到
AM.Error.Grapple.NoDest.Short,No free spot around {Grappler},AM.Error.Grapple.NoDest.Short,Keys.xml,keyed,No free spot around (PH_1),{Grappler} 周围没有空闲位置
AM.Stats.BaseValue,Base Value: {0},AM.Stats.BaseValue,Keys.xml,keyed,Base Value: (PH_1),基础值：{0}
AM.Stats.MeleeSkillOffset,Melee Skill ({0}) Effect: {1},AM.Stats.MeleeSkillOffset,Keys.xml,keyed,Melee Skill ((PH_2)) Effect: (PH_1),近战技能（{0}）效果：{1}
AM.Stats.ConsciousnessOffset,Consciousness ({0}) Effect: {1},AM.Stats.ConsciousnessOffset,Keys.xml,keyed,Consciousness ((PH_2)) Effect: (PH_1),意识（{0}）效果：{1}
AM.Stats.ManipulationOffset,Manipulation ({0}) Effect: {1},AM.Stats.ManipulationOffset,Keys.xml,keyed,Manipulation ((PH_2)) Effect: (PH_1),操纵 ({0}) 效果：{1}
AM.Stats.WeaponDamageTypeOffset,Weapon Damage Type ({0}) Effect: {1},AM.Stats.WeaponDamageTypeOffset,Keys.xml,keyed,Weapon Damage Type ((PH_2)) Effect: (PH_1),武器伤害类型（{0}）效果：{1}
AM.Stats.WeaponDPSCoef,Weapon DPS ({0}) Effect: {1},AM.Stats.WeaponDPSCoef,Keys.xml,keyed,Weapon DPS ((PH_2)) Effect: (PH_1),武器 DPS ({0}) 效果：{1}
AM.Stats.NoWeapon,No Melee Weapon Equipped: {0},AM.Stats.NoWeapon,Keys.xml,keyed,No Melee Weapon Equipped: (PH_1),未装备近战武器：{0}
AM.Stats.GlobalCoef,Global {0} Multiplier (from mod settings): {1},AM.Stats.GlobalCoef,Keys.xml,keyed,Global (PH_2) Multiplier (from mod settings): (PH_1),全局 {0} 乘数（来自 mod 设置）：{1}
AM.Stats.FriendlyCoef,Friendly Pawn Multiplier (from mod settings): x{0},AM.Stats.FriendlyCoef,Keys.xml,keyed,Friendly Pawn Multiplier (from mod settings): x(PH_1),友善兵倍数（来自模组设置）：x{0}
AM.Stats.SkillCoef,Melee Skill Multiplier: x{0},AM.Stats.SkillCoef,Keys.xml,keyed,Melee Skill Multiplier: x(PH_1),近战技能倍增：x{0}
AM.Stats.EnemyCoef,Hostile Pawn Multiplier (from mod settings): x{0},AM.Stats.EnemyCoef,Keys.xml,keyed,Hostile Pawn Multiplier (from mod settings): x(PH_1),敌对兵乘数（来自模组设置）：x{0}
AM.Stats.Lethality,lethality,AM.Stats.Lethality,Keys.xml,keyed,lethality,杀伤力
AM.Stats.DuelAbility,duel ability,AM.Stats.DuelAbility,Keys.xml,keyed,duel ability,决斗能力
AM.Stats.FriendlyPawnBonus,Friendly Pawn Bonus (from mod settings): {0},AM.Stats.FriendlyPawnBonus,Keys.xml,keyed,Friendly Pawn Bonus (from mod settings): (PH_1),友好典当奖励（来自模组设置）：{0}
AM.Skill.Cast,Cast unique skill '{0}' on {1},AM.Skill.Cast,Keys.xml,keyed,Cast unique skill '(PH_2)' on (PH_1),对 {1} 施放独特技能“{0}”
AM.Skill.CantCast,Can't cast {0}: {1},AM.Skill.CantCast,Keys.xml,keyed,Can't cast (PH_2): (PH_1),无法施放 {0}：{1}
AM.Skill.CantCastGeneric,Can't cast {0} on {1} right now.,AM.Skill.CantCastGeneric,Keys.xml,keyed,Can't cast (PH_2) on (PH_1) right now.,目前无法对 {1} 施放 {0}。
AM.Skill.BadTargetState,Target invalid state.,AM.Skill.BadTargetState,Keys.xml,keyed,Target invalid state.,目标无效状态。
AM.Skill.AlreadyActive,The skill is already active.,AM.Skill.AlreadyActive,Keys.xml,keyed,The skill is already active.,该技能已经激活。
AM.Skill.OnCooldown,On cooldown for {0} seconds.,AM.Skill.OnCooldown,Keys.xml,keyed,On cooldown for (PH_1) seconds.,冷却时间为 {0} 秒。
AM.Skill.OnCooldownExec,On cooldown for {0} seconds (because of recent execution).,AM.Skill.OnCooldownExec,Keys.xml,keyed,On cooldown for (PH_1) seconds (because of recent execution).,冷却时间为 {0} 秒（因为最近执行过）。
AM.Skill.BadWeapon,Missing required weapon.,AM.Skill.BadWeapon,Keys.xml,keyed,Missing required weapon.,缺少所需的武器。
AM.Skill.Gilgamesh.LowPsy,Psylink level {0} is below required level {1}.,AM.Skill.Gilgamesh.LowPsy,Keys.xml,keyed,Psylink level (PH_2) is below required level (PH_1).,PSYLINK 级别 {0} 低于所需级别 {1}。
AM.Skill.Gilgamesh.LowMelee,Melee level {0} is below required level {1}.,AM.Skill.Gilgamesh.LowMelee,Keys.xml,keyed,Melee level (PH_2) is below required level (PH_1).,近战等级 {0} 低于所需等级 {1}。
AM.Patch.OptDisabled,The invisibilty optimization has been disabled by the Melee Animation mod due to visual bugs.,AM.Patch.OptDisabled,Keys.xml,keyed,The invisibilty optimization has been disabled by the Melee Animation mod due to visual bugs.,由于视觉错误，近战动画模组已禁用隐形优化。
SimpleSettings.Preset,Preset:,SimpleSettings.Preset,Keys.xml,keyed,Preset:,预设：
SimpleSettings.Preset.Custom,Custom,SimpleSettings.Preset.Custom,Keys.xml,keyed,Custom,风俗
SimpleSettings.ClickToReset,Right-click to set an option back to its default value.,SimpleSettings.ClickToReset,Keys.xml,keyed,Right-click to set an option back to its default value.,右键单击可将选项恢复为默认值。
AM.AMSettings.Presets.Default,Default,AM.AMSettings.Presets.Default,Keys.xml,keyed,Default,默认
AM.AMSettings.Presets.Default.Desc,Enables all features the mod has to offer,AM.AMSettings.Presets.Default.Desc,Keys.xml,keyed,Enables all features the mod has to offer,启用该模组必须提供的所有功能
AM.AMSettings.Presets.NoLassos,No Lassos,AM.AMSettings.Presets.NoLassos,Keys.xml,keyed,No Lassos,没有套索
AM.AMSettings.Presets.NoLassos.Desc,"Everything is enabled except lassos. You can still craft and use lassos manually if you want but enemies will not spawn with or use lassos.

* Adds melee attack animations.
* Adds melee weapon idle animations
* Adds duels
* Adds execution animations
* Adds Unique Skills",AM.AMSettings.Presets.NoLassos.Desc,Keys.xml,keyed,Everything is enabled except lassos. You can still craft and use lassos manually if you want but enemies will not spawn with or use lassos.(PH_6)(PH_5)* Adds melee attack animations.(PH_4)* Adds melee weapon idle animations(PH_3)* Adds duels(PH_2)* Adds execution animations(PH_1)* Adds Unique Skills,"除了套索之外，一切都已启用。如果需要，您仍然可以手动制作和使用套索，但敌人不会生成或使用套索。

* 添加近战攻击动画。
* 添加近战武器闲置动画
* 添加决斗
* 添加执行动画
* 添加独特技能"
AM.AMSettings.Presets.VanillaPlus,Vanilla+,AM.AMSettings.Presets.VanillaPlus,Keys.xml,keyed,Vanilla+,香草+
AM.AMSettings.Presets.VanillaPlus.Desc,"Keeps things very close to vanilla combat. Your pawns will not use lassos unless you manually instruct them to. Your pawns can not do executions, ever. Enemies will never do executions or use lassos.

* Adds melee attack animations.
* Adds melee weapon idle animations
* Lassos can be used by friendly pawns, but must be equipped and triggered manually.",AM.AMSettings.Presets.VanillaPlus.Desc,Keys.xml,keyed,"Keeps things very close to vanilla combat. Your pawns will not use lassos unless you manually instruct them to. Your pawns can not do executions, ever. Enemies will never do executions or use lassos.(PH_4)(PH_3)* Adds melee attack animations.(PH_2)* Adds melee weapon idle animations(PH_1)* Lassos can be used by friendly pawns, but must be equipped and triggered manually.","使事情非常接近原版战斗。你的 pawn 不会使用套索，除非你手动指示它们。你的棋子永远不能执行死刑。敌人永远不会执行处决或使用套索。

* 添加近战攻击动画。
* 添加近战武器闲置动画
* 套索可由友方 pawn 使用，但必须手动装备和触发。"
AM.AMSettings.Settings.Header.General,General,AM.AMSettings.Settings.Header.General,Keys.xml,keyed,General,一般的
AM.AMSettings.Settings.AnimateAtIdle,Always Animate Weapons,AM.AMSettings.Settings.AnimateAtIdle,Keys.xml,keyed,Always Animate Weapons,始终激活武器
AM.AMSettings.Settings.AnimateAtIdle.Desc,"If enabled, melee weapons are animated whenever they are held, such as when standing drafted or while moving in combat.
If disabled, animations are limited to duels, special skills and executions.

<b>Leaving this enabled can have a large performance impact on densely populated maps.
Please reload your save after changing this setting.</b>",AM.AMSettings.Settings.AnimateAtIdle.Desc,Keys.xml,keyed,"If enabled, melee weapons are animated whenever they are held, such as when standing drafted or while moving in combat.(PH_6)If disabled, animations are limited to duels, special skills and executions.(PH_5)(PH_4)(PH_3)Leaving this enabled can have a large performance impact on densely populated maps.(PH_2)Please reload your save after changing this setting.(PH_1)","如果启用，近战武器无论何时握持都会有动画效果，例如站立征兵或在战斗中移动时。
如果禁用，动画仅限于决斗、特殊技能和处决。

<b>启用此功能可能会对人口稠密的地图产生很大的性能影响。
更改此设置后请重新加载保存设置。</b>"
AM.AMSettings.Settings.EnableUniqueSkills,Enable Unique Skills,AM.AMSettings.Settings.EnableUniqueSkills,Keys.xml,keyed,Enable Unique Skills,启用独特技能
AM.AMSettings.Settings.EnableUniqueSkills.Desc,"Enables or disables the Unique Skill system.
Unique Skills are powerful attacks or abilities that are unlocked under certain conditions.
Only your colonists can use these skills and they must be activated manually. See the Steam workshop page for more info.",AM.AMSettings.Settings.EnableUniqueSkills.Desc,Keys.xml,keyed,Enables or disables the Unique Skill system.(PH_2)Unique Skills are powerful attacks or abilities that are unlocked under certain conditions.(PH_1)Only your colonists can use these skills and they must be activated manually. See the Steam workshop page for more info.,"启用或禁用独特技能系统。
独特技能是在特定条件下解锁的强大攻击或能力。
只有你的殖民者可以使用这些技能，并且必须手动激活。请参阅 Steam 创意工坊页面了解更多信息。"
AM.AMSettings.Settings.AllowInvisiblePawns,Animated Pawns Considered Invisible,AM.AMSettings.Settings.AllowInvisiblePawns,Keys.xml,keyed,Animated Pawns Considered Invisible,动画 Pawn 被视为隐形
