key,text,tag,file,type,protected_text,translated
Designateremoveallspent,Remove all spent fuel,Designateremoveallspent,Rimatomics.xml,keyed,Remove all spent fuel,清除所有乏燃料
Designateremoveall,Remove all fuel,Designateremoveall,Rimatomics.xml,keyed,Remove all fuel,取出所有燃料
Designateremoveallprocessable,Remove all processable fuel,Designateremoveallprocessable,Rimatomics.xml,keyed,Remove all processable fuel,去除所有可加工燃料
Designateinstallall,Install fuel into all slots,Designateinstallall,Rimatomics.xml,keyed,Install fuel into all slots,将燃油装入所有槽中
Clearalldesignations,Clear all designations,Clearalldesignations,Rimatomics.xml,keyed,Clear all designations,清除所有指定
MissingPESUpgrades,When the mod Preemtive Strike is running its sky object detection research projects must be completed before the ATOM can detect incoming drop pods. The scramblers will however still operate normally.,MissingPESUpgrades,Rimatomics.xml,keyed,When the mod Preemtive Strike is running its sky object detection research projects must be completed before the ATOM can detect incoming drop pods. The scramblers will however still operate normally.,当 Preemtive Strike 模组运行时，其天空物体检测研究项目必须先完成，然后 ATOM 才能检测到传入的空投舱。然而，扰频器仍将正常运行。
ReactorAlert,Reactor Alert!,ReactorAlert,Rimatomics.xml,keyed,Reactor Alert!,反应堆警报！
ShortRangeStratLaunch,Tactical Launch,ShortRangeStratLaunch,Rimatomics.xml,keyed,Tactical Launch,战术发射
ShortRangeStratLaunchDesc,Launch a strategic missile on this map,ShortRangeStratLaunchDesc,Rimatomics.xml,keyed,Launch a strategic missile on this map,在此地图上发射战略导弹
LongRangeStratLaunch,Strategic Launch,LongRangeStratLaunch,Rimatomics.xml,keyed,Strategic Launch,战略发布
LongRangeStratLaunchDesc,Launch the missile at a target on this Rimworld,LongRangeStratLaunchDesc,Rimatomics.xml,keyed,Launch the missile at a target on this Rimworld,向环世界的目标发射导弹
HighYieldWarhead,High Yield,HighYieldWarhead,Rimatomics.xml,keyed,High Yield,高产
HighYieldWarheadDesc,Warheads launched from this silo are set to create a massive explosion that will destroy anything on the map that isn't inside a mountain bunker,HighYieldWarheadDesc,Rimatomics.xml,keyed,Warheads launched from this silo are set to create a massive explosion that will destroy anything on the map that isn't inside a mountain bunker,从这个发射井发射的弹头将产生巨大的爆炸，摧毁地图上山地掩体之外的任何东西
LowYieldWarhead,Low Yield,LowYieldWarhead,Rimatomics.xml,keyed,Low Yield,低产量
LowYieldWarheadDesc,Missiles launched from this silo are set to create a small tactical explosion,LowYieldWarheadDesc,Rimatomics.xml,keyed,Missiles launched from this silo are set to create a small tactical explosion,从这个发射井发射的导弹将造成小型战术爆炸
RimatomicsValveLabel,Toggle Valve,RimatomicsValveLabel,Rimatomics.xml,keyed,Toggle Valve,切换阀
RimatomicsValveLabelDesc,Toggle the valve open or closed,RimatomicsValveLabelDesc,Rimatomics.xml,keyed,Toggle the valve open or closed,打开或关闭阀门
FlareScram,Flare SCRAM,FlareScram,Rimatomics.xml,keyed,Flare SCRAM,火炬紧急储存
FlareScramDesc,SCRAM the reactor during solar flares,FlareScramDesc,Rimatomics.xml,keyed,SCRAM the reactor during solar flares,太阳耀斑期间的反应堆 SCRAM
TargetAllShells,Target All Shells,TargetAllShells,Rimatomics.xml,keyed,Target All Shells,瞄准所有炮弹
TargetEnemyShells,Target Enemy Shells,TargetEnemyShells,Rimatomics.xml,keyed,Target Enemy Shells,瞄准敌人炮弹
ThreatDetection,Threat Detection,ThreatDetection,Rimatomics.xml,keyed,Threat Detection,威胁检测
NextResearchStep,Next Step:,NextResearchStep,Rimatomics.xml,keyed,Next Step:,下一步：
Rimatomics.LowCoolingCapacityDesc,"A reactor cooling building is running at low capacity\n\nTowers need to be unroofed, water coolers need enough surface water, if you are using bad hygiene link mode make sure cooling towers are filled with water",Rimatomics.LowCoolingCapacityDesc,Rimatomics.xml,keyed,"A reactor cooling building is running at low capacity(PH_2)(PH_1)Towers need to be unroofed, water coolers need enough surface water, if you are using bad hygiene link mode make sure cooling towers are filled with water","反应堆冷却建筑正在低容量运行

塔需要拆掉屋顶，水冷却器需要足够的地表水，如果您使用的是不良卫生链接模式，请确保冷却塔充满水"
Rimatomics.LowCoolingCapacity,Low Reactor Cooling,Rimatomics.LowCoolingCapacity,Rimatomics.xml,keyed,Low Reactor Cooling,低反应堆冷却
AlertNeedsTurbine,Core needs turbine,AlertNeedsTurbine,Rimatomics.xml,keyed,Core needs turbine,核心需要涡轮
AlertNeedsTurbineDesc,"A reactor needs to be connected to a turbine, failure to do so may result in overheating and meltdown",AlertNeedsTurbineDesc,Rimatomics.xml,keyed,"A reactor needs to be connected to a turbine, failure to do so may result in overheating and meltdown",反应堆需要连接到涡轮机，否则可能会导致过热和熔化
AlertNeedsCooling,Turbine needs cooling,AlertNeedsCooling,Rimatomics.xml,keyed,Turbine needs cooling,涡轮机需要冷却
AlertNeedsCoolingDesc,"A turbine needs to be connected to a cooling system, failure to do so may result in overheating and meltdown",AlertNeedsCoolingDesc,Rimatomics.xml,keyed,"A turbine needs to be connected to a cooling system, failure to do so may result in overheating and meltdown",涡轮机需要连接到冷却系统，否则可能会导致过热和熔毁
AlertCoreMelt,Core Melt,AlertCoreMelt,Rimatomics.xml,keyed,Core Melt,核心熔化
AlertCoreMeltDesc,"A reactor is suffering a core melt incident, evacuate immediately",AlertCoreMeltDesc,Rimatomics.xml,keyed,"A reactor is suffering a core melt incident, evacuate immediately",反应堆发生堆芯熔化事故，立即撤离
AlertCoreOverheat,Reactor Temp,AlertCoreOverheat,Rimatomics.xml,keyed,Reactor Temp,反应器温度
AlertCoreOverheatDesc,A reactor is being damaged due to overheating,AlertCoreOverheatDesc,Rimatomics.xml,keyed,A reactor is being damaged due to overheating,反应堆因过热而损坏
AlertCracked,Cracked Core,AlertCracked,Rimatomics.xml,keyed,Cracked Core,裂核
AlertCrackedDesc,"Stress from running the core at high temperatures for a long period of time has caused the core to crack, it will need to be deconstructed and rebuilt or it will continue to emit lethal radiation, produce less power and damage the fuel rods.",AlertCrackedDesc,Rimatomics.xml,keyed,"Stress from running the core at high temperatures for a long period of time has caused the core to crack, it will need to be deconstructed and rebuilt or it will continue to emit lethal radiation, produce less power and damage the fuel rods.",堆芯长时间在高温下运行所产生的压力导致堆芯破裂，需要对其进行拆解和重建，否则它将继续发出致命的辐射，产生的功率减少并损坏燃料棒。
CRACKEDFUEL,::CRACKED FUEL::,CRACKEDFUEL,Rimatomics.xml,keyed,::CRACKED FUEL::,::破裂的燃料::
NOCOOLING,::NO COOLING::,NOCOOLING,Rimatomics.xml,keyed,::NO COOLING::,::无冷却::
OVERHEATING,::OVERHEATING:: {0},OVERHEATING,Rimatomics.xml,keyed,::OVERHEATING:: (PH_1),::过热:: {0}
COREMELT,::CORE MELT IMMINENT::,COREMELT,Rimatomics.xml,keyed,::CORE MELT IMMINENT::,::核心融化迫在眉睫::
EVACUATE,::EVACUATE::,EVACUATE,Rimatomics.xml,keyed,::EVACUATE::,：：撤离：：
CONTROLRODJAM,::CONTROL RODS JAMMED::,CONTROLRODJAM,Rimatomics.xml,keyed,::CONTROL RODS JAMMED::,::控制杆卡住了::
ReactorAlerts,Reactor Alerts:,ReactorAlerts,Rimatomics.xml,keyed,Reactor Alerts:,反应堆警报：
RADIATIONLEAK,::RADIATION LEAK::,RADIATIONLEAK,Rimatomics.xml,keyed,::RADIATION LEAK::,::辐射泄漏::
RADIATIONLEAKSYSTEM,::RADIATION IN SYSTEM::,RADIATIONLEAKSYSTEM,Rimatomics.xml,keyed,::RADIATION IN SYSTEM::,::系统中的辐射::
PodsScrambledOK,Enemy drop pods scrambled by TACS,PodsScrambledOK,Rimatomics.xml,keyed,Enemy drop pods scrambled by TACS,敌方空投舱被 TACS 扰乱
PodsScrambledDesc,The enemy drop pod guidance systems were scrambled by the TACS using a {0}kw pulse,PodsScrambledDesc,Rimatomics.xml,keyed,The enemy drop pod guidance systems were scrambled by the TACS using a (PH_1)kw pulse,TACS 使用 {0}kw 脉冲扰乱敌方空投舱制导系统
PodsScrambledFail,Failed to scramble enemy drop pods,PodsScrambledFail,Rimatomics.xml,keyed,Failed to scramble enemy drop pods,未能扰乱敌人的空投舱
PodsScrambledFailDesc,The {0}kw pulse required to scramble this raid was not available,PodsScrambledFailDesc,Rimatomics.xml,keyed,The (PH_1)kw pulse required to scramble this raid was not available,扰乱本次袭击所需的 {0}kw 脉冲不可用
ScrambleDropPods,Scramble Drop Pods,ScrambleDropPods,Rimatomics.xml,keyed,Scramble Drop Pods,争夺空投舱
ScrambleDropPodsDesc,Prevent raiders landing in the center of the map by using a large pulse of energy from connected PPC's to scramble the guidance systems of incoming drop pods,ScrambleDropPodsDesc,Rimatomics.xml,keyed,Prevent raiders landing in the center of the map by using a large pulse of energy from connected PPC's to scramble the guidance systems of incoming drop pods,使用连接的 PPC 发出的大能量脉冲扰乱即将到来的空投舱的制导系统，防止袭击者降落在地图中心
TemperatureTip,"Temperature\n\nHigh temperature can cause damage to the core, and crack the fuel. If the cores HP reaches 0 while it is at or above its normal operating temperature it will explode",TemperatureTip,Rimatomics.xml,keyed,"Temperature(PH_2)(PH_1)High temperature can cause damage to the core, and crack the fuel. If the cores HP reaches 0 while it is at or above its normal operating temperature it will explode","温度

高温可能会导致堆芯损坏，并使燃料破裂。如果核心 HP 在达到或高于正常工作温度时达到 0，则会爆炸"
FuelTip,Fuel\n\nThe total amount of fuel in the core. Fuel chain reacts with fuel in adjacent slots which produces more power\nFuel will produce less power over time until it is spent,FuelTip,Rimatomics.xml,keyed,Fuel(PH_3)(PH_2)The total amount of fuel in the core. Fuel chain reacts with fuel in adjacent slots which produces more power(PH_1)Fuel will produce less power over time until it is spent,"燃料

堆芯中的燃料总量。燃料 锁链 与相邻槽中的燃料发生反应，产生更多能量
随着时间的推移，燃料将产生更少的能量，直至耗尽"
CoolingTip,Cooling\n\nTotal amount of your cooling capacity that is in use. If the gauge turns red add more cooling or reduce power,CoolingTip,Rimatomics.xml,keyed,Cooling(PH_2)(PH_1)Total amount of your cooling capacity that is in use. If the gauge turns red add more cooling or reduce power,"冷却

正在使用的冷却能力总量。如果仪表变红，请增加冷却或降低功率"
TurbineTip,Turbine\n\nTotal amount of your turbine capacity that is in use. If the gauge turns red add more turbines or reduce power\n\nTurbines also require enough transformers to distribute the power to standard power nets,TurbineTip,Rimatomics.xml,keyed,Turbine(PH_4)(PH_3)Total amount of your turbine capacity that is in use. If the gauge turns red add more turbines or reduce power(PH_2)(PH_1)Turbines also require enough transformers to distribute the power to standard power nets,"涡轮机

正在使用的涡轮机容量总量。如果仪表变成红色，请添加更多涡轮机或减少功率

涡轮机还需要足够的变压器将电力分配到标准电网"
PowerTip,"Power\n\nTotal amount of power being produced by the reactor, does not count how much is actually being generated by turbines and transformers",PowerTip,Rimatomics.xml,keyed,"Power(PH_2)(PH_1)Total amount of power being produced by the reactor, does not count how much is actually being generated by turbines and transformers","功率

反应堆产生的总功率，不计算涡轮机和变压器实际产生的功率"
RadiationTip,"Radiation\n\nThe core will emit radiation if it becomes damaged, the amount of radiation increases with the amount of damage",RadiationTip,Rimatomics.xml,keyed,"Radiation(PH_2)(PH_1)The core will emit radiation if it becomes damaged, the amount of radiation increases with the amount of damage","辐射

核心受到损坏会发出辐射，辐射量随着损坏程度的增加而增加"
CoreNotBuilt,Not Built,CoreNotBuilt,Rimatomics.xml,keyed,Not Built,未建成
Dragtoincreasefluxlevel,Drag to increase flux level to produce more power,Dragtoincreasefluxlevel,Rimatomics.xml,keyed,Drag to increase flux level to produce more power,拖动以增加通量水平以产生更多功率
MOX,MOX,MOX,Rimatomics.xml,keyed,MOX,混合氧化物
Used,Used,Used,Rimatomics.xml,keyed,Used,用过的
AbortTest,ABORT,AbortTest,Rimatomics.xml,keyed,ABORT,中止
reactorSCRAM,SCRAM,reactorSCRAM,Rimatomics.xml,keyed,SCRAM,连续随机存储器
reactorSTART,START,reactorSTART,Rimatomics.xml,keyed,START,开始
BreederTest,Breeder Test,BreederTest,Rimatomics.xml,keyed,Breeder Test,饲养员测试
InstallAll,Install all,InstallAll,Rimatomics.xml,keyed,Install all,安装全部
ShutdownCold,Shutdown and Cold,ShutdownCold,Rimatomics.xml,keyed,Shutdown and Cold,关机和冷
StartingUp,Starting up,StartingUp,Rimatomics.xml,keyed,Starting up,正在启动
ShuttingDown,Shutting down,ShuttingDown,Rimatomics.xml,keyed,Shutting down,正在关闭
RimatomActive,Active,RimatomActive,Rimatomics.xml,keyed,Active,积极的
ReactorBreakdown,ID: {0}\nStatus: {1}\nMax power: {2}W\nConversion ratio: {3}\n\n{4},ReactorBreakdown,Rimatomics.xml,keyed,ID: (PH_10)(PH_9)Status: (PH_8)(PH_7)Max power: (PH_6)W(PH_5)Conversion ratio: (PH_4)(PH_3)(PH_2)(PH_1),"ID：{0}
状态：{1}
最大功率：{2}W
转换比率：{3}

{4}"
SlotBreakdown,Estimated Life: {0}\nMax Power: {1}W\nCurrent Power: {2}W\nFuel Life: {3}\nPu Yield: {4},SlotBreakdown,Rimatomics.xml,keyed,Estimated Life: (PH_9)(PH_8)Max Power: (PH_7)W(PH_6)Current Power: (PH_5)W(PH_4)Fuel Life: (PH_3)(PH_2)Pu Yield: (PH_1),"预计寿命：{0}
最大功率：{1}W
当前功率：{2}W
燃料寿命：{3}
Pu产量：{4}"
cycleScreensDesc,Monitor all reactors on this network,cycleScreensDesc,Rimatomics.xml,keyed,Monitor all reactors on this network,监控该网络上的所有反应堆
cycleScreens,Monitor All,cycleScreens,Rimatomics.xml,keyed,Monitor All,监控全部
AutoScram,Auto Scram,AutoScram,Rimatomics.xml,keyed,Auto Scram,自动急停
AutoScramDesc,"SCRAM the reactor core when the temperature reaches unsafe levels, or a solar flare is detected",AutoScramDesc,Rimatomics.xml,keyed,"SCRAM the reactor core when the temperature reaches unsafe levels, or a solar flare is detected",当温度达到不安全水平或检测到太阳耀斑时，对反应堆堆芯进行 SCRAM
FlareSCRAMletterText,A solar flare has triggered a reactor SCRAM,FlareSCRAMletterText,Rimatomics.xml,keyed,A solar flare has triggered a reactor SCRAM,太阳耀斑触发了反应堆 SCRAM
SCRAMletterText,Unsafe core temperature has triggered a reactor SCRAM,SCRAMletterText,Rimatomics.xml,keyed,Unsafe core temperature has triggered a reactor SCRAM,不安全的核心温度触发了反应堆 SCRAM
CantUseReactorConsole,Requires 8 intellectual,CantUseReactorConsole,Rimatomics.xml,keyed,Requires 8 intellectual,需要8个智力
ProcessingProgress,Progress: {0} {1},ProcessingProgress,Rimatomics.xml,keyed,Progress: (PH_2) (PH_1),进度：{0} {1}
ContainsFuel,Contains {0} / {1} Nuclear fuel.,ContainsFuel,Rimatomics.xml,keyed,Contains (PH_2) / (PH_1) Nuclear fuel.,包含{0} / {1}核燃料。
ContainsChemfuel,Contains {0} / {1} Chemfuel.,ContainsChemfuel,Rimatomics.xml,keyed,Contains (PH_2) / (PH_1) Chemfuel.,包含 {0} / {1} 化学燃料。
critSpentfuelonly,Spent fuel only,critSpentfuelonly,Rimatomics.xml,keyed,Spent fuel only,仅乏燃料
critAnyfuel,Any fuel,critAnyfuel,Rimatomics.xml,keyed,Any fuel,任何燃料
critProg,Progress: {0},critProg,Rimatomics.xml,keyed,Progress: (PH_1),进度：{0}
critRemovePlutonium,"Processing complete, remove material",critRemovePlutonium,Rimatomics.xml,keyed,"Processing complete, remove material",加工完成，去除材料
critEnouPU,Can be reprocessed,critEnouPU,Rimatomics.xml,keyed,Can be reprocessed,可重新加工
NoChemfuel,No chemfuel,NoChemfuel,Rimatomics.xml,keyed,No chemfuel,非化学燃料
VeteranBonus,Bonus: Cooldown -{0}%,VeteranBonus,Rimatomics.xml,keyed,Bonus: Cooldown -(PH_1),奖励：冷却时间 -{0}%
AnUnknownForce,an unknown force,AnUnknownForce,Rimatomics.xml,keyed,an unknown force,未知的力量
ATOMattackGround,via land,ATOMattackGround,Rimatomics.xml,keyed,via land,通过陆路
ATOMattackPods,via drop pods,ATOMattackPods,Rimatomics.xml,keyed,via drop pods,通过空投舱
ATOMdetection,Threat Detected!,ATOMdetection,Rimatomics.xml,keyed,Threat Detected!,检测到威胁！
ATOMdetectionDesc,"The TACS has detected a possible threat, it is estimated that {0} will attack {1} in approximately {2}",ATOMdetectionDesc,Rimatomics.xml,keyed,"The TACS has detected a possible threat, it is estimated that (PH_3) will attack (PH_2) in approximately (PH_1)",TACS 检测到可能的威胁，预计 {0} 将在大约 {2} 内攻击 {1}
ScadLivesMatter,SCAD HP: {0},ScadLivesMatter,Rimatomics.xml,keyed,SCAD HP: (PH_1),SCAD HP：{0}
Detonating,Detonating...,Detonating,Rimatomics.xml,keyed,Detonating...,引爆...
KillCounter,Kills: {0},KillCounter,Rimatomics.xml,keyed,Kills: (PH_1),击杀数：{0}
energyWepLoadedShell,Loaded: {0},energyWepLoadedShell,Rimatomics.xml,keyed,Loaded: (PH_1),已加载：{0}
MessageRailgunCantTargetMyMap,Cannot target your own map.,MessageRailgunCantTargetMyMap,Rimatomics.xml,keyed,Cannot target your own map.,无法定位您自己的地图。
needsRadar,Needs TACS,needsRadar,Rimatomics.xml,keyed,Needs TACS,需要战术控制系统
ICBMNeedConsole,Requires a manned SACS weapon console,ICBMNeedConsole,Rimatomics.xml,keyed,Requires a manned SACS weapon console,需要有人驾驶 SACS 武器控制台
ICBMNeedMissile,A missile is required for launch,ICBMNeedMissile,Rimatomics.xml,keyed,A missile is required for launch,发射时需要导弹
ICBMAlreadyLaunching,Already Launching,ICBMAlreadyLaunching,Rimatomics.xml,keyed,Already Launching,已经启动
MissileRangeBad,Target not within range,MissileRangeBad,Rimatomics.xml,keyed,Target not within range,目标不在范围内
MissileTargetInvalid,Missile target is not valid,MissileTargetInvalid,Rimatomics.xml,keyed,Missile target is not valid,导弹目标无效
EnergyWeaponNeedsMannedConsole,Requires a manned weapons console,EnergyWeaponNeedsMannedConsole,Rimatomics.xml,keyed,Requires a manned weapons console,需要有人武器控制台
EnergyWeaponNeedConsole,Weapons console connection required,EnergyWeaponNeedConsole,Rimatomics.xml,keyed,Weapons console connection required,需要武器控制台连接
MissingPPC,Missing Pulsed Power Container,MissingPPC,Rimatomics.xml,keyed,Missing Pulsed Power Container,缺少脉冲能量容器
PulseSize,Pulse: {0} Wd / Damage: {1},PulseSize,Rimatomics.xml,keyed,Pulse: (PH_2) Wd / Damage: (PH_1),脉冲：{0} Wd / 伤害：{1}
critCommandFireMission,Fire Mission,critCommandFireMission,Rimatomics.xml,keyed,Fire Mission,消防任务
critCommandFireMissionDesc,Long range artillery shot,critCommandFireMissionDesc,Rimatomics.xml,keyed,Long range artillery shot,远程火炮射击
criticbmAttack,"The enemy faction {0} are preparing to launch a missile attack from a nearby base, you have {1} days before launch.",criticbmAttack,Rimatomics.xml,keyed,"The enemy faction (PH_2) are preparing to launch a missile attack from a nearby base, you have (PH_1) days before launch.",敌方派系 {0} 正准备从附近的基地发射导弹攻击，距离发射还有 {1} 天。
critMagazine,Magazine: {0},critMagazine,Rimatomics.xml,keyed,Magazine: (PH_1),杂志：{0}
critNoSabotRounds,No Sabot ammunition,critNoSabotRounds,Rimatomics.xml,keyed,No Sabot ammunition,周六弹药
SiloMissingPart,Requires part: {0},SiloMissingPart,Rimatomics.xml,keyed,Requires part: (PH_1),需要部分：{0}
critBombDet,The bomb has detonated,critBombDet,Rimatomics.xml,keyed,The bomb has detonated,炸弹已经爆炸了
critBombDetFac,The bomb detonated and the {0} has been destroyed,critBombDetFac,Rimatomics.xml,keyed,The bomb detonated and the (PH_1) has been destroyed,炸弹爆炸，{0} 已被摧毁
SetCamoMode,Set Camo,SetCamoMode,Rimatomics.xml,keyed,Set Camo,设置迷彩
critCountdown,Countdown: {0},critCountdown,Rimatomics.xml,keyed,Countdown: (PH_1),倒计时：{0}
critArm,Arm,critArm,Rimatomics.xml,keyed,Arm,手臂
MessageRailgunNeedsMap,"Map not generated, send colonists to scout",MessageRailgunNeedsMap,Rimatomics.xml,keyed,"Map not generated, send colonists to scout",地图未生成，派遣殖民者侦察
MessageRailgunTargetInvalid,Target is not valid,MessageRailgunTargetInvalid,Rimatomics.xml,keyed,Target is not valid,目标无效
NextPart,"Next Part: {0}, {1} Needed",NextPart,Rimatomics.xml,keyed,"Next Part: (PH_2), (PH_1) Needed",下一部分：需要 {0}、{1}
SiloFull,Silo Full,SiloFull,Rimatomics.xml,keyed,Silo Full,筒仓已满
SiloMagazine,Missiles: {0}/{1},SiloMagazine,Rimatomics.xml,keyed,Missiles: (PH_2)/(PH_1),导弹：{0}/{1}
ICBMReady,strategic missile ready,ICBMReady,Rimatomics.xml,keyed,strategic missile ready,战略导弹准备就绪
TestFireHELSOnOwnShells,Shoot down our own mortar shells for data gathering.,TestFireHELSOnOwnShells,Rimatomics.xml,keyed,Shoot down our own mortar shells for data gathering.,击落我们自己的迫击炮 炮弹 以收集数据。
OpenRadar,Open target tracking display,OpenRadar,Rimatomics.xml,keyed,Open target tracking display,打开目标跟踪显示
NoSabotToExtract,No sabot rounds to extract,NoSabotToExtract,Rimatomics.xml,keyed,No sabot rounds to extract,无需提取弹托弹
CancelICBMLaunch,Abort Launch,CancelICBMLaunch,Rimatomics.xml,keyed,Abort Launch,中止发射
CancelICBMLaunchDesc,Abort Launch,CancelICBMLaunchDesc,Rimatomics.xml,keyed,Abort Launch,中止发射
ICBMLaunchCancelled,strategic missile launch aborted,ICBMLaunchCancelled,Rimatomics.xml,keyed,strategic missile launch aborted,战略导弹发射失败
ReactorUptime,Uptime: {0},ReactorUptime,Rimatomics.xml,keyed,Uptime: (PH_1),正常运行时间：{0}
PuCreated,Pu: {0},PuCreated,Rimatomics.xml,keyed,Pu: (PH_1),浦：{0}
fuelCracked,Cracked!,fuelCracked,Rimatomics.xml,keyed,Cracked!,破裂了！
Managefuel,Manage,Managefuel,Rimatomics.xml,keyed,Manage,管理
RoofedTower,Tower blocked by roof,RoofedTower,Rimatomics.xml,keyed,Tower blocked by roof,塔楼被屋顶挡住
TurbineRPM,RPM: {0} ({1}),TurbineRPM,Rimatomics.xml,keyed,RPM: (PH_2) ((PH_1)),转速：{0} ({1})
TradeShipWait,Rimatomics trade ship ready in {0},TradeShipWait,Rimatomics.xml,keyed,Rimatomics trade ship ready in (PH_1),Rimatomics 贸易船已在 {0} 准备就绪
critsetid,Set ID,critsetid,Rimatomics.xml,keyed,Set ID,设置ID
critCoolingCapShare,Cooling capacity share: {0} with {1} Turbines,critCoolingCapShare,Rimatomics.xml,keyed,Cooling capacity share: (PH_2) with (PH_1) Turbines,冷却能力份额：{0} 与 {1} 涡轮机
BreederHotLoading,Hot Load,BreederHotLoading,Rimatomics.xml,keyed,Hot Load,热负载
BreederHotLoadingDesc,Allow fuel to be changed while the core is running,BreederHotLoadingDesc,Rimatomics.xml,keyed,Allow fuel to be changed while the core is running,允许在核心运行时更换燃料
ControlRod,Control Rods,ControlRod,Rimatomics.xml,keyed,Control Rods,控制棒
crackedRemoveNow,\nCRACKED! Remove Now,crackedRemoveNow,Rimatomics.xml,keyed,(PH_1)CRACKED! Remove Now,"
破解！立即删除"
critCoreTemp,Core Temp: {0}C,critCoreTemp,Rimatomics.xml,keyed,Core Temp: (PH_1)C,核心温度：{0}C
critCoreEnergy,Energy: {0}kW,critCoreEnergy,Rimatomics.xml,keyed,Energy: (PH_1)kW,能量：{0}kW
critCoreCooling,Cooling: {0},critCoreCooling,Rimatomics.xml,keyed,Cooling: (PH_1),冷却：{0}
critCoreFlux,Neutron Flux: {0},critCoreFlux,Rimatomics.xml,keyed,Neutron Flux: (PH_1),中子通量：{0}
critscramDesc,"Return temperature and neutron flux to base values, but leaves the core on",critscramDesc,Rimatomics.xml,keyed,"Return temperature and neutron flux to base values, but leaves the core on",将温度和中子通量返回到基础值，但使堆芯保持开启状态
critStartup,Startup,critStartup,Rimatomics.xml,keyed,Startup,启动
critShutdown,Shutdown,critShutdown,Rimatomics.xml,keyed,Shutdown,关闭
critStartupDesc,"Starts the core, allowing temperatures and flux levels to rise",critStartupDesc,Rimatomics.xml,keyed,"Starts the core, allowing temperatures and flux levels to rise",启动核心，使温度和通量水平上升
