key,text,tag,file,type,protected_text
NextPart,"Next Part: {0}, {1} Needed",NextPart,Rimatomics.xml,keyed,"Next Part: (PH_2), (PH_1) Needed"
SiloFull,Silo Full,SiloFull,Rimatomics.xml,keyed,Silo Full
SiloMagazine,Missiles: {0}/{1},SiloMagazine,Rimatomics.xml,keyed,Missiles: (PH_2)/(PH_1)
ICBMReady,strategic missile ready,ICBMReady,Rimatomics.xml,keyed,strategic missile ready
TestFireHELSOnOwnShells,Shoot down our own mortar shells for data gathering.,TestFireHELSOnOwnShells,Rimatomics.xml,keyed,Shoot down our own mortar shells for data gathering.
OpenRadar,Open target tracking display,OpenRadar,Rimatomics.xml,keyed,Open target tracking display
NoSabotToExtract,No sabot rounds to extract,NoSabotToExtract,Rimatomics.xml,keyed,No sabot rounds to extract
CancelICBMLaunch,Abort Launch,CancelICBMLaunch,Rimatomics.xml,keyed,Abort Launch
CancelICBMLaunchDesc,Abort Launch,CancelICBMLaunchDesc,Rimatomics.xml,keyed,Abort Launch
ICBMLaunchCancelled,strategic missile launch aborted,ICBMLaunchCancelled,Rimatomics.xml,keyed,strategic missile launch aborted
ReactorUptime,Uptime: {0},ReactorUptime,Rimatomics.xml,keyed,Uptime: (PH_1)
PuCreated,Pu: {0},PuCreated,Rimatomics.xml,keyed,Pu: (PH_1)
fuelCracked,Cracked!,fuelCracked,Rimatomics.xml,keyed,Cracked!
Managefuel,Manage,Managefuel,Rimatomics.xml,keyed,Manage
RoofedTower,Tower blocked by roof,RoofedTower,Rimatomics.xml,keyed,Tower blocked by roof
TurbineRPM,RPM: {0} ({1}),TurbineRPM,Rimatomics.xml,keyed,RPM: (PH_2) ((PH_1))
TradeShipWait,Rimatomics trade ship ready in {0},TradeShipWait,Rimatomics.xml,keyed,Rimatomics trade ship ready in (PH_1)
critsetid,Set ID,critsetid,Rimatomics.xml,keyed,Set ID
critCoolingCapShare,Cooling capacity share: {0} with {1} Turbines,critCoolingCapShare,Rimatomics.xml,keyed,Cooling capacity share: (PH_2) with (PH_1) Turbines
BreederHotLoading,Hot Load,BreederHotLoading,Rimatomics.xml,keyed,Hot Load
BreederHotLoadingDesc,Allow fuel to be changed while the core is running,BreederHotLoadingDesc,Rimatomics.xml,keyed,Allow fuel to be changed while the core is running
ControlRod,Control Rods,ControlRod,Rimatomics.xml,keyed,Control Rods
crackedRemoveNow,\nCRACKED! Remove Now,crackedRemoveNow,Rimatomics.xml,keyed,(PH_1)CRACKED! Remove Now
critCoreTemp,Core Temp: {0}C,critCoreTemp,Rimatomics.xml,keyed,Core Temp: (PH_1)C
critCoreEnergy,Energy: {0}kW,critCoreEnergy,Rimatomics.xml,keyed,Energy: (PH_1)kW
critCoreCooling,Cooling: {0},critCoreCooling,Rimatomics.xml,keyed,Cooling: (PH_1)
critCoreFlux,Neutron Flux: {0},critCoreFlux,Rimatomics.xml,keyed,Neutron Flux: (PH_1)
critscramDesc,"Return temperature and neutron flux to base values, but leaves the core on",critscramDesc,Rimatomics.xml,keyed,"Return temperature and neutron flux to base values, but leaves the core on"
critStartup,Startup,critStartup,Rimatomics.xml,keyed,Startup
critShutdown,Shutdown,critShutdown,Rimatomics.xml,keyed,Shutdown
critStartupDesc,"Starts the core, allowing temperatures and flux levels to rise",critStartupDesc,Rimatomics.xml,keyed,"Starts the core, allowing temperatures and flux levels to rise"
critShutdownDesc,"Shuts down the core, leaving it powered but cold, for refueling and repairs.",critShutdownDesc,Rimatomics.xml,keyed,"Shuts down the core, leaving it powered but cold, for refueling and repairs."
critManageReactor,Manage Reactor,critManageReactor,Rimatomics.xml,keyed,Manage Reactor
critreactorcritical,Reactor critical,critreactorcritical,Rimatomics.xml,keyed,Reactor critical
critreactorleaking,Reactor leaking,critreactorleaking,Rimatomics.xml,keyed,Reactor leaking
critreactionstable,Reactor stable,critreactionstable,Rimatomics.xml,keyed,Reactor stable
critStorageCapacity,Storage Capacity: {0} / {1},critStorageCapacity,Rimatomics.xml,keyed,Storage Capacity: (PH_2) / (PH_1)
critGenerated,Generated: {0} W,critGenerated,Rimatomics.xml,keyed,Generated: (PH_1) W
critConsumed,Consumed: {0} W,critConsumed,Rimatomics.xml,keyed,Consumed: (PH_1) W
critPnetPct,Powernet Load: {0},critPnetPct,Rimatomics.xml,keyed,Powernet Load: (PH_1)
critPowerGeneration,Power Generation: {0} W,critPowerGeneration,Rimatomics.xml,keyed,Power Generation: (PH_1) W
critValveOpen,Valve: Open,critValveOpen,Rimatomics.xml,keyed,Valve: Open
critValveClosed,Valve: Closed,critValveClosed,Rimatomics.xml,keyed,Valve: Closed
critOpenValve,Open Valve,critOpenValve,Rimatomics.xml,keyed,Open Valve
critCloseValve,Close Valve,critCloseValve,Rimatomics.xml,keyed,Close Valve
critToggleValve,Operate the valve,critToggleValve,Rimatomics.xml,keyed,Operate the valve
critTempBoost,Temp Boost,critTempBoost,Rimatomics.xml,keyed,Temp Boost
critTemp,Temp,critTemp,Rimatomics.xml,keyed,Temp
critCooling,Cooling,critCooling,Rimatomics.xml,keyed,Cooling
critTurbine,Turbine,critTurbine,Rimatomics.xml,keyed,Turbine
critControlRod,Control Rods,critControlRod,Rimatomics.xml,keyed,Control Rods
critTargetRod,Control Rods To,critTargetRod,Rimatomics.xml,keyed,Control Rods To
critFuelRemaining2,Fuel Remaining: {0},critFuelRemaining2,Rimatomics.xml,keyed,Fuel Remaining: (PH_1)
RimatomEmpty,Empty,RimatomEmpty,Rimatomics.xml,keyed,Empty
RimatomActivated,Activated,RimatomActivated,Rimatomics.xml,keyed,Activated
RimatomCracked,Cracked,RimatomCracked,Rimatomics.xml,keyed,Cracked
RimatomSpent,Spent,RimatomSpent,Rimatomics.xml,keyed,Spent
RimatomNew,New,RimatomNew,Rimatomics.xml,keyed,New
RimatomRemove,Remove,RimatomRemove,Rimatomics.xml,keyed,Remove
RimatomStore,Store,RimatomStore,Rimatomics.xml,keyed,Store
RimatomLife,Life,RimatomLife,Rimatomics.xml,keyed,Life
UnsafeFacility,Unsafe Facility,UnsafeFacility,Rimatomics.xml,keyed,Unsafe Facility
FacilityNoPower,No Power,FacilityNoPower,Rimatomics.xml,keyed,No Power
NoActiveBenchWithProject,No active bench with required project,NoActiveBenchWithProject,Rimatomics.xml,keyed,No active bench with required project
NoStandableCell,No adjacent standable cell,NoStandableCell,Rimatomics.xml,keyed,No adjacent standable cell
critPlaceOnCore,Must be placed on a molten core of correct type,critPlaceOnCore,Rimatomics.xml,keyed,Must be placed on a molten core of correct type
NeedsRiver,"Needs to be placed next to a river, lake or ocean",NeedsRiver,Rimatomics.xml,keyed,"Needs to be placed next to a river, lake or ocean"
critMoreWater,Requires a larger body of water,critMoreWater,Rimatomics.xml,keyed,Requires a larger body of water
critActiveCore,Core is still active,critActiveCore,Rimatomics.xml,keyed,Core is still active
critCrackedcore,Core is cracked,critCrackedcore,Rimatomics.xml,keyed,Core is cracked
critNoSlotDes,No designated slots,critNoSlotDes,Rimatomics.xml,keyed,No designated slots
critnoFuelRods,No Fuel Assembly Available,critnoFuelRods,Rimatomics.xml,keyed,No Fuel Assembly Available
critNoSpace,No Space,critNoSpace,Rimatomics.xml,keyed,No Space
critSpentOnly,"Set for spent fuel only, none available",critSpentOnly,Rimatomics.xml,keyed,"Set for spent fuel only, none available"
critNoPool,No storage pool available,critNoPool,Rimatomics.xml,keyed,No storage pool available
critCoreIntegrityDesc,The integrity of this core is so low that it may crack.,critCoreIntegrityDesc,Rimatomics.xml,keyed,The integrity of this core is so low that it may crack.
TradeShipPrice,Send trade ship ({0} silver),TradeShipPrice,Rimatomics.xml,keyed,Send trade ship ((PH_1) silver)
TradeShipPriceNeed,Need {0} silver to send trade ship,TradeShipPriceNeed,Rimatomics.xml,keyed,Need (PH_1) silver to send trade ship
TradeShipCooldown,Trade Ship Cooldown: {0},TradeShipCooldown,Rimatomics.xml,keyed,Trade Ship Cooldown: (PH_1)
TradeShipArrival,Trade Ship Arrival: {0},TradeShipArrival,Rimatomics.xml,keyed,Trade Ship Arrival: (PH_1)
TradeShipReq,A Rimatomics trade ship has been dispatched to your planet.\n\nIt will take 2 days to arrive.,TradeShipReq,Rimatomics.xml,keyed,A Rimatomics trade ship has been dispatched to your planet.(PH_2)(PH_1)It will take 2 days to arrive.
LowerPowerLimit,Lower Power Limit,LowerPowerLimit,Rimatomics.xml,keyed,Lower Power Limit
RaisePowerLimit,Raise Power Limit,RaisePowerLimit,Rimatomics.xml,keyed,Raise Power Limit
PowerLimitDesc,"Change the power limit for this transformer, used for changing power distribution over multiple power nets\n\nHold Shift for finer control",PowerLimitDesc,Rimatomics.xml,keyed,"Change the power limit for this transformer, used for changing power distribution over multiple power nets(PH_2)(PH_1)Hold Shift for finer control"
