key,text,tag,file,type,protected_text
ContaminationAlert,Contaminated water,ContaminationAlert,DubsHygiene.xml,keyed,Contaminated water
ContaminationAlertDesc,"A well has become polluted.\n\nSources of contamination:\n{0}\n\nEither move the well, remove the sources of contamination, or if you are using piped wells add a water treatment system, which will also clean contaminated water towers over time.",ContaminationAlertDesc,DubsHygiene.xml,keyed,"A well has become polluted.(PH_6)(PH_5)Sources of contamination:(PH_4)(PH_3)(PH_2)(PH_1)Either move the well, remove the sources of contamination, or if you are using piped wells add a water treatment system, which will also clean contaminated water towers over time."
ContaminatiedTowerAlert,Contaminated water tower,ContaminatiedTowerAlert,DubsHygiene.xml,keyed,Contaminated water tower
ContaminatiedTowerAlertDesc,"A water tower has become polluted, posing a serious health risk to your colonists. Solve the cause of the pollution and then drain the tank, or build a water treatment system.",ContaminatiedTowerAlertDesc,DubsHygiene.xml,keyed,"A water tower has become polluted, posing a serious health risk to your colonists. Solve the cause of the pollution and then drain the tank, or build a water treatment system."
MessageHygieneDisease,{0} has contracted {1} because of bad personal hygiene,MessageHygieneDisease,DubsHygiene.xml,keyed,(PH_2) has contracted (PH_1) because of bad personal hygiene
MessageWaterDisease,{0} has contracted {1} from drinking untreated water,MessageWaterDisease,DubsHygiene.xml,keyed,(PH_2) has contracted (PH_1) from drinking untreated water
MessageWaterDiseaseContaminated,{0} has contracted {1} from drinking contaminated water,MessageWaterDiseaseContaminated,DubsHygiene.xml,keyed,(PH_2) has contracted (PH_1) from drinking contaminated water
ChangeGenderRestriction,Change gender restriction,ChangeGenderRestriction,DubsHygiene.xml,keyed,Change gender restriction
CommandFixtureSetAsMedicalLabel,Medical,CommandFixtureSetAsMedicalLabel,DubsHygiene.xml,keyed,Medical
CommandFixtureSetAsMedicalDesc,Limit this fixture to patients only.,CommandFixtureSetAsMedicalDesc,DubsHygiene.xml,keyed,Limit this fixture to patients only.
PatientsOnly,Patients only,PatientsOnly,DubsHygiene.xml,keyed,Patients only
AttackHelicopter,Attack helicopter,AttackHelicopter,DubsHygiene.xml,keyed,Attack helicopter
Unisex,Unisex,Unisex,DubsHygiene.xml,keyed,Unisex
ConnectFixturesToBed,Link bed,ConnectFixturesToBed,DubsHygiene.xml,keyed,Link bed
ConnectFixturesToBedDesc,Connect the fixtures to a nearby bed so they inherit the ownership. Hold shift to assign multiple beds,ConnectFixturesToBedDesc,DubsHygiene.xml,keyed,Connect the fixtures to a nearby bed so they inherit the ownership. Hold shift to assign multiple beds
CancelConnectFixturesToBed,Clear bed link,CancelConnectFixturesToBed,DubsHygiene.xml,keyed,Clear bed link
CancelConnectFixturesToBedDesc,Clear the link to beds,CancelConnectFixturesToBedDesc,DubsHygiene.xml,keyed,Clear the link to beds
dbh.Animalsonly,Animals only,dbh.Animalsonly,DubsHygiene.xml,keyed,Animals only
ChangeOccupancyRestriction,Occupancy Check,ChangeOccupancyRestriction,DubsHygiene.xml,keyed,Occupancy Check
ChangeOccupancyRestrictionDesc,"Should pawns check if anything in the room is reserved before trying to use the fixture, prevents pawns from walking in on each other to use basins and toilets at the same time",ChangeOccupancyRestrictionDesc,DubsHygiene.xml,keyed,"Should pawns check if anything in the room is reserved before trying to use the fixture, prevents pawns from walking in on each other to use basins and toilets at the same time"
dbh.AllowColonists,Colonists,dbh.AllowColonists,DubsHygiene.xml,keyed,Colonists
dbh.AllowSlaves,Slaves,dbh.AllowSlaves,DubsHygiene.xml,keyed,Slaves
dbh.AllowGuests,Guests,dbh.AllowGuests,DubsHygiene.xml,keyed,Guests
dbh.NoColonists,Colonists restricted,dbh.NoColonists,DubsHygiene.xml,keyed,Colonists restricted
dbh.NoSlaves,Slaves restricted,dbh.NoSlaves,DubsHygiene.xml,keyed,Slaves restricted
dbh.NoGuests,Guests restricted,dbh.NoGuests,DubsHygiene.xml,keyed,Guests restricted
WaterTemp,Water temp: {0},WaterTemp,DubsHygiene.xml,keyed,Water temp: (PH_1)
ConnectedHeatingCapacity,Connected demand/capacity: {0} / {1} U ({2}),ConnectedHeatingCapacity,DubsHygiene.xml,keyed,Connected demand/capacity: (PH_3) / (PH_2) U ((PH_1))
ConnectedCoolingCapacity,Connected demand/capacity: {0} / {1} U ({2}),ConnectedCoolingCapacity,DubsHygiene.xml,keyed,Connected demand/capacity: (PH_3) / (PH_2) U ((PH_1))
HeatingUnits,Heating usage: {0} U,HeatingUnits,DubsHygiene.xml,keyed,Heating usage: (PH_1) U
CoolingUnits,Cooling usage: {0} U,CoolingUnits,DubsHygiene.xml,keyed,Cooling usage: (PH_1) U
HeatingMode,Heating units/power: {0} U / {1} W,HeatingMode,DubsHygiene.xml,keyed,Heating units/power: (PH_2) U / (PH_1) W
CoolingMode,Cooling units/power: {0} U / {1} W,CoolingMode,DubsHygiene.xml,keyed,Cooling units/power: (PH_2) U / (PH_1) W
CoolingEfficiencyGood,Efficiency: {0},CoolingEfficiencyGood,DubsHygiene.xml,keyed,Efficiency: (PH_1)
CoolingEfficiencyBad,Efficiency: {0} overheating,CoolingEfficiencyBad,DubsHygiene.xml,keyed,Efficiency: (PH_1) overheating
TargetTemp,Minimum temp: {0},TargetTemp,DubsHygiene.xml,keyed,Minimum temp: (PH_1)
LowerPower,Reduce power,LowerPower,DubsHygiene.xml,keyed,Reduce power
LowerPowerDesc,Reduce the heating capacity.,LowerPowerDesc,DubsHygiene.xml,keyed,Reduce the heating capacity.
RaisePower,Increase power,RaisePower,DubsHygiene.xml,keyed,Increase power
RaisePowerDesc,Increase the heating capacity.,RaisePowerDesc,DubsHygiene.xml,keyed,Increase the heating capacity.
HotwaterCapacity,Hot water capacity: {0},HotwaterCapacity,DubsHygiene.xml,keyed,Hot water capacity: (PH_1)
OverrideThermostat,Override thermostat,OverrideThermostat,DubsHygiene.xml,keyed,Override thermostat
OverrideThermostatDesc,Force the boiler to run continuously.,OverrideThermostatDesc,DubsHygiene.xml,keyed,Force the boiler to run continuously.
MustPlaceFreezerWithFreeSpaces,Exhaust vents must be kept clear!,MustPlaceFreezerWithFreeSpaces,DubsHygiene.xml,keyed,Exhaust vents must be kept clear!
SolarEfficiencyCold,Too cold,SolarEfficiencyCold,DubsHygiene.xml,keyed,Too cold
SolarEfficiencyRoof,Roofed,SolarEfficiencyRoof,DubsHygiene.xml,keyed,Roofed
SolarEfficiencyGood,Heating units (efficiency): {0} U ({1}),SolarEfficiencyGood,DubsHygiene.xml,keyed,Heating units (efficiency): (PH_2) U ((PH_1))
RadCurrentCap,Radiator temp: {0},RadCurrentCap,DubsHygiene.xml,keyed,Radiator temp: (PH_1)
ThermostatSetupWarning,Thermostat overridden by hot water tanks. Set all connected hot water tanks to thermostat mode.,ThermostatSetupWarning,DubsHygiene.xml,keyed,Thermostat overridden by hot water tanks. Set all connected hot water tanks to thermostat mode.
HotWaterTankUseThermostat,Thermostat control,HotWaterTankUseThermostat,DubsHygiene.xml,keyed,Thermostat control
HotWaterTankUseThermostatDesc,Turn on boilers for 1 hour when the tank temperature is low. If this is disabled then boilers will run continuously and ignore room thermostats.,HotWaterTankUseThermostatDesc,DubsHygiene.xml,keyed,Turn on boilers for 1 hour when the tank temperature is low. If this is disabled then boilers will run continuously and ignore room thermostats.
WashHands,Wash hands,WashHands,DubsHygiene.xml,keyed,Wash hands
Wash,Wash,Wash,DubsHygiene.xml,keyed,Wash
UseToilet,Use,UseToilet,DubsHygiene.xml,keyed,Use
SewageUsage,Usage = {0},SewageUsage,DubsHygiene.xml,keyed,Usage = (PH_1)
MustBePlumbing,Must be plumbing,MustBePlumbing,DubsHygiene.xml,keyed,Must be plumbing
BlockedDrain,Blocked drain,BlockedDrain,DubsHygiene.xml,keyed,Blocked drain
PlumbOrEmpty,Plumb or empty the latrine,PlumbOrEmpty,DubsHygiene.xml,keyed,Plumb or empty the latrine
WashingMachineSpinning,Running...,WashingMachineSpinning,DubsHygiene.xml,keyed,Running...
WashingMachineUnload,Unload now,WashingMachineUnload,DubsHygiene.xml,keyed,Unload now
WashingMachineLoad,Load: {0}/{1},WashingMachineLoad,DubsHygiene.xml,keyed,Load: (PH_2)/(PH_1)
NoDirtyClothes,No dirty clothes,NoDirtyClothes,DubsHygiene.xml,keyed,No dirty clothes
WashingNoSpace,No space,WashingNoSpace,DubsHygiene.xml,keyed,No space
NoUnreservedSource,No unreserved water sources of the highest available quality.,NoUnreservedSource,DubsHygiene.xml,keyed,No unreserved water sources of the highest available quality.
RaiseFillRate,Flow +50L,RaiseFillRate,DubsHygiene.xml,keyed,Flow +50L
LowerFillRate,Flow -50L,LowerFillRate,DubsHygiene.xml,keyed,Flow -50L
WaterFillRate,Fill Rate: {0}L/h,WaterFillRate,DubsHygiene.xml,keyed,Fill Rate: (PH_1)L/h
dbhDrink,Drink,dbhDrink,DubsHygiene.xml,keyed,Drink
CommandDesignateOpenCloseValveLabel,Toggle valve,CommandDesignateOpenCloseValveLabel,DubsHygiene.xml,keyed,Toggle valve
CommandDesignateOpenCloseValveDesc,Toggle the valve between open and closed.,CommandDesignateOpenCloseValveDesc,DubsHygiene.xml,keyed,Toggle the valve between open and closed.
ValveClosed,Valve closed,ValveClosed,DubsHygiene.xml,keyed,Valve closed
PumpCapacity,Pump capacity: {0} L/day,PumpCapacity,DubsHygiene.xml,keyed,Pump capacity: (PH_1) L/day
GroundCapacity,Ground capacity: {0} L/day,GroundCapacity,DubsHygiene.xml,keyed,Ground capacity: (PH_1) L/day
PipedPumpCapacity,Piped pump/Ground capacity: {0}/{1} L/day ({2}),PipedPumpCapacity,DubsHygiene.xml,keyed,Piped pump/Ground capacity: (PH_3)/(PH_2) L/day ((PH_1))
WaterStorage,Water stored: {0} L,WaterStorage,DubsHygiene.xml,keyed,Water stored: (PH_1) L
TotalWaterStorage,Piped water stored: {0} L,TotalWaterStorage,DubsHygiene.xml,keyed,Piped water stored: (PH_1) L
PollutionLevel,Pollution level: {0},PollutionLevel,DubsHygiene.xml,keyed,Pollution level: (PH_1)
CommandSprinkleDown,Decrease radius,CommandSprinkleDown,DubsHygiene.xml,keyed,Decrease radius
CommandSprinkleUp,Increase radius,CommandSprinkleUp,DubsHygiene.xml,keyed,Increase radius
UntreatedWater,Quality: Untreated - Small disease risk,UntreatedWater,DubsHygiene.xml,keyed,Quality: Untreated - Small disease risk
ContaminatedWater,Quality: Contaminated - High disease risk!,ContaminatedWater,DubsHygiene.xml,keyed,Quality: Contaminated - High disease risk!
TreatedWater,Quality: Treated - Safe,TreatedWater,DubsHygiene.xml,keyed,Quality: Treated - Safe
DrainTank,Drain tank,DrainTank,DubsHygiene.xml,keyed,Drain tank
DrainTankDesc,Drain the tank and remove contamination.,DrainTankDesc,DubsHygiene.xml,keyed,Drain the tank and remove contamination.
WaterValueOffset,Water value: {0} for {1} L,WaterValueOffset,DubsHygiene.xml,keyed,Water value: (PH_2) for (PH_1) L
HyWater,Water,HyWater,DubsHygiene.xml,keyed,Water
OverlapsWells,Overlaps with {0} wells,OverlapsWells,DubsHygiene.xml,keyed,Overlaps with (PH_1) wells
TransferStorageTank,Transfer Tank,TransferStorageTank,DubsHygiene.xml,keyed,Transfer Tank
TransferStorageTankDesc,Transfer the contents of this tank to other available tanks,TransferStorageTankDesc,DubsHygiene.xml,keyed,Transfer the contents of this tank to other available tanks
dbh.SewageReadout,Sewage {0},dbh.SewageReadout,DubsHygiene.xml,keyed,Sewage (PH_1)
DrainSepticTank,Drain,DrainSepticTank,DubsHygiene.xml,keyed,Drain
DrainSepticTankDesc,"Set the level at which fecal sludge should be emptied into barrels. Fecal sludge can be moved and knocked over, burned, or turned into biosolids or fuel.",DrainSepticTankDesc,DubsHygiene.xml,keyed,"Set the level at which fecal sludge should be emptied into barrels. Fecal sludge can be moved and knocked over, burned, or turned into biosolids or fuel."
SewageProcessing,Treating: {0} L/d. Holding: {1} L ({2}),SewageProcessing,DubsHygiene.xml,keyed,Treating: (PH_3) L/d. Holding: (PH_2) L ((PH_1))
DoNotDrainTank,Do not drain,DoNotDrainTank,DubsHygiene.xml,keyed,Do not drain
DrainSepticTankAt,Drain tank at {0},DrainSepticTankAt,DubsHygiene.xml,keyed,Drain tank at (PH_1)
PitCapacity,Pit: {0},PitCapacity,DubsHygiene.xml,keyed,Pit: (PH_1)
PitFull,"Pit is full, empty now!",PitFull,DubsHygiene.xml,keyed,"Pit is full, empty now!"
KickOver,Kick over,KickOver,DubsHygiene.xml,keyed,Kick over
KickOverDesc,Spill this barrel of sewage on the ground.,KickOverDesc,DubsHygiene.xml,keyed,Spill this barrel of sewage on the ground.
ContainsCompost,Contains compost: {0}/{1} L,ContainsCompost,DubsHygiene.xml,keyed,Contains compost: (PH_2)/(PH_1) L
ContainsFecalSludge,Contains fecal sludge: {0}/{1} L,ContainsFecalSludge,DubsHygiene.xml,keyed,Contains fecal sludge: (PH_2)/(PH_1) L
Composted,Composted,Composted,DubsHygiene.xml,keyed,Composted
CompostingProgress,Composting progress: {0} ({1}),CompostingProgress,DubsHygiene.xml,keyed,Composting progress: (PH_2) ((PH_1))
ComposterOutOfIdealTemperature,Composter has non-ideal temperature,ComposterOutOfIdealTemperature,DubsHygiene.xml,keyed,Composter has non-ideal temperature
IdealCompostingTemperature,Ideal composting temperature,IdealCompostingTemperature,DubsHygiene.xml,keyed,Ideal composting temperature
GrowingZoneNotAllowed,Growing zone sowing disabled,GrowingZoneNotAllowed,DubsHygiene.xml,keyed,Growing zone sowing disabled
NoFertilizerFound,No fertilizer found,NoFertilizerFound,DubsHygiene.xml,keyed,No fertilizer found
AreaPlaceFertilizer,Fertilizer area,AreaPlaceFertilizer,DubsHygiene.xml,keyed,Fertilizer area
AreaPlaceFertilizerDesc,Designate areas to fertilize with biosolids.,AreaPlaceFertilizerDesc,DubsHygiene.xml,keyed,Designate areas to fertilize with biosolids.
AddFertilizerArea,Add area,AddFertilizerArea,DubsHygiene.xml,keyed,Add area
RemoveFertilizerArea,Remove area,RemoveFertilizerArea,DubsHygiene.xml,keyed,Remove area
dbh.DrinkPackSearchRange,Drink packing search range: {0},dbh.DrinkPackSearchRange,DubsHygiene.xml,keyed,Drink packing search range: (PH_1)
dbh.DrinksToPack,"Drink packing: search at {0}, pack {1}",dbh.DrinksToPack,DubsHygiene.xml,keyed,"Drink packing: search at (PH_2), pack (PH_1)"
dbh.restartconfirm,Restart,dbh.restartconfirm,DubsHygiene.xml,keyed,Restart
dbh.restartlater,Later,dbh.restartlater,DubsHygiene.xml,keyed,Later
dbh.PriorityIndoorCleaning,Prioritize indoor cleaning,dbh.PriorityIndoorCleaning,DubsHygiene.xml,keyed,Prioritize indoor cleaning
dbh.PriorityIndoorCleaningTip,Enables a higher priority cleaning job to clean indoors first,dbh.PriorityIndoorCleaningTip,DubsHygiene.xml,keyed,Enables a higher priority cleaning job to clean indoors first
dbh.ModRemove,Mod removal assist,dbh.ModRemove,DubsHygiene.xml,keyed,Mod removal assist
dbh.ModRemoveDesc,"Steps:\n\n1: Save your game immediately after pressing confirm\n2: Quit to the main menu and disable the mod and restart the game\n3: Load your save game, ignore any exceptions and save it again\nLoad the save game once more and there shouldn't be any exceptions related to missing bad hygiene defs or classes!",dbh.ModRemoveDesc,DubsHygiene.xml,keyed,"Steps:(PH_5)(PH_4)1: Save your game immediately after pressing confirm(PH_3)2: Quit to the main menu and disable the mod and restart the game(PH_2)3: Load your save game, ignore any exceptions and save it again(PH_1)Load the save game once more and there shouldn't be any exceptions related to missing bad hygiene defs or classes!"
PetsGetThirst,Pet thirst,PetsGetThirst,DubsHygiene.xml,keyed,Pet thirst
PetsGetThirstTip,Pets get the thirst need,PetsGetThirstTip,DubsHygiene.xml,keyed,Pets get the thirst need
fixtureQualityRequiresRestart,A restart is required to add quality and art comps back in.\n\n restart now?,fixtureQualityRequiresRestart,DubsHygiene.xml,keyed,A restart is required to add quality and art comps back in.(PH_2)(PH_1) restart now?
fixtureQuality,Fixture quality and art,fixtureQuality,DubsHygiene.xml,keyed,Fixture quality and art
fixtureQualityTip,Enable quality and art comps for fixtures like toilets,fixtureQualityTip,DubsHygiene.xml,keyed,Enable quality and art comps for fixtures like toilets
QuitToMenuToChange,Quit to main menu to change.,QuitToMenuToChange,DubsHygiene.xml,keyed,Quit to main menu to change.
RimefellerLink,Rimefeller link,RimefellerLink,DubsHygiene.xml,keyed,Rimefeller link
RimefellerLinkTip,Enable water usage on crackers and refiners in Rimefeller.,RimefellerLinkTip,DubsHygiene.xml,keyed,Enable water usage on crackers and refiners in Rimefeller.
RimatomicsLink,Rimatomics link,RimatomicsLink,DubsHygiene.xml,keyed,Rimatomics link
RimatomicsLinkTip,Enable water usage on cooling towers in Rimatomics.,RimatomicsLinkTip,DubsHygiene.xml,keyed,Enable water usage on cooling towers in Rimatomics.
OverrideNeedSettingsTip,"Manually disable needs by body type, race, or active hediff.",OverrideNeedSettingsTip,DubsHygiene.xml,keyed,"Manually disable needs by body type, race, or active hediff."
OverrideNeedsSettings,Needs filter,OverrideNeedsSettings,DubsHygiene.xml,keyed,Needs filter
Disablebladderneed,Disable bladder need,Disablebladderneed,DubsHygiene.xml,keyed,Disable bladder need
Disablehygieneneed,Disable hygiene need,Disablehygieneneed,DubsHygiene.xml,keyed,Disable hygiene need
DisableNeedsLabel,Needs,DisableNeedsLabel,DubsHygiene.xml,keyed,Needs
NeedCheckboxTip,Tick to enable,NeedCheckboxTip,DubsHygiene.xml,keyed,Tick to enable
PrisonersGetNeeds,Prisoners,PrisonersGetNeeds,DubsHygiene.xml,keyed,Prisoners
PrisonersGetNeedsTip,Set if prisoners should have needs,PrisonersGetNeedsTip,DubsHygiene.xml,keyed,Set if prisoners should have needs
HospitalityGuestsGetNeeds,Guests,HospitalityGuestsGetNeeds,DubsHygiene.xml,keyed,Guests
HospitalityGuestsGetNeedsTip,Set if guests have needs,HospitalityGuestsGetNeedsTip,DubsHygiene.xml,keyed,Set if guests have needs
PrivacyChecks,Privacy,PrivacyChecks,DubsHygiene.xml,keyed,Privacy
PrivacyChecksTip,Colonists care about privacy when bathing or using toilets.,PrivacyChecksTip,DubsHygiene.xml,keyed,Colonists care about privacy when bathing or using toilets.
CoolingEfficiency,Cooling efficiency,CoolingEfficiency,DubsHygiene.xml,keyed,Cooling efficiency
CoolingEfficiencyTip,Set if high temperature should affect cooling efficiency like standard AC,CoolingEfficiencyTip,DubsHygiene.xml,keyed,Set if high temperature should affect cooling efficiency like standard AC
RainIrrigation,Rain irrigation,RainIrrigation,DubsHygiene.xml,keyed,Rain irrigation
RainIrrigationTip,Rain will give the same boost as sprinklers. Might reduce game performance.,RainIrrigationTip,DubsHygiene.xml,keyed,Rain will give the same boost as sprinklers. Might reduce game performance.
DisableNeeds,Toggle needs,DisableNeeds,DubsHygiene.xml,keyed,Toggle needs
DisableNeedsTip,Disable needs entirely. Overrides all other settings.,DisableNeedsTip,DubsHygiene.xml,keyed,Disable needs entirely. Overrides all other settings.
AllowModdedDrinks,Allow modded drinks,AllowModdedDrinks,DubsHygiene.xml,keyed,Allow modded drinks
AllowModdedDrinksTip,"Pawns will also be allowed to drink and pack any modded drinks. VGP and RimCuisine drinks can be used default, others will require modding an extension to the def.",AllowModdedDrinksTip,DubsHygiene.xml,keyed,"Pawns will also be allowed to drink and pack any modded drinks. VGP and RimCuisine drinks can be used default, others will require modding an extension to the def."
AllowDrinkPacking,Pack water bottles,AllowDrinkPacking,DubsHygiene.xml,keyed,Pack water bottles
AllowDrinkPackingTip,"Pawns will automatically pack water bottles into their inventory when they can.\n\nMay not work with some mods, for CE you will need to manually manage your loadout to include water bottles else they will keep dropping them.",AllowDrinkPackingTip,DubsHygiene.xml,keyed,"Pawns will automatically pack water bottles into their inventory when they can.(PH_2)(PH_1)May not work with some mods, for CE you will need to manually manage your loadout to include water bottles else they will keep dropping them."
NeedsFilter,Needs filter,NeedsFilter,DubsHygiene.xml,keyed,Needs filter
MainFeatures,Main features,MainFeatures,DubsHygiene.xml,keyed,Main features
ExperimentalFeatures,Experimental features,ExperimentalFeatures,DubsHygiene.xml,keyed,Experimental features
PetsGetBladder,Pet bladders,PetsGetBladder,DubsHygiene.xml,keyed,Pet bladders
PetsGetBladderTip,Enable bladder need on pets. Also adds litter boxes for pets.,PetsGetBladderTip,DubsHygiene.xml,keyed,Enable bladder need on pets. Also adds litter boxes for pets.
WildAnimalsGetBladder,Wild animal bladders,WildAnimalsGetBladder,DubsHygiene.xml,keyed,Wild animal bladders
