key,text,tag,file,type,protected_text,translated
LowCoolingCap,Low cooling capacity. You can increase the power of outdoor units.,LowCoolingCap,DubsHygiene.xml,keyed,Low cooling capacity. You can increase the power of outdoor units.,冷却能力低。您可以增加室外机的功率。
NotOwned,Access restricted,NotOwned,DubsHygiene.xml,keyed,Access restricted,访问受限
GenderRestricted,{0} only,GenderRestricted,DubsHygiene.xml,keyed,(PH_1) only,仅 {0}
PrisonersOnly,Prisoners only,PrisonersOnly,DubsHygiene.xml,keyed,Prisoners only,仅限囚犯
BlockedSewage,A sewage outlet has become blocked.,BlockedSewage,DubsHygiene.xml,keyed,A sewage outlet has become blocked.,排污口被堵塞。
BlockedSewageDesc,Sewage has built up around the drain hole and is blocking the outlet.\n\nBuild more outlets or add a septic tank to create a buffer and reduce pressure on the outlets.,BlockedSewageDesc,DubsHygiene.xml,keyed,Sewage has built up around the drain hole and is blocking the outlet.(PH_2)(PH_1)Build more outlets or add a septic tank to create a buffer and reduce pressure on the outlets.,"污水在排水孔周围堆积并堵塞了出口。

建造更多出口或添加化粪池以形成缓冲区并减少出口压力。"
LowWaterTemp,Low water temp,LowWaterTemp,DubsHygiene.xml,keyed,Low water temp,水温低
LowWaterTempDesc,"The water temperature in this tank is too low; colonists expecting to use hot water may get annoyed.\n\nTurn on boilers, increase the heating capacity, or add another hot water tank.",LowWaterTempDesc,DubsHygiene.xml,keyed,"The water temperature in this tank is too low; colonists expecting to use hot water may get annoyed.(PH_2)(PH_1)Turn on boilers, increase the heating capacity, or add another hot water tank.","该水箱内的水温太低；想要使用 性感的 水的殖民者可能会感到恼火。

打开锅炉，增加加热能力，或添加另一个 性感的 水箱。"
WellNeedsWater,Must be placed over a cell with ground water.,WellNeedsWater,DubsHygiene.xml,keyed,Must be placed over a cell with ground water.,必须放置在有地下水的牢房上方。
WellNeedsIce,Must be placed over a cell with subsurface ice deposits,WellNeedsIce,DubsHygiene.xml,keyed,Must be placed over a cell with subsurface ice deposits,必须放置在有地下冰沉积的单元上方
AssigningRequiresRoom,The fixture must be inside a room to restrict it.,AssigningRequiresRoom,DubsHygiene.xml,keyed,The fixture must be inside a room to restrict it.,灯具必须位于房间内才能对其进行限制。
NoWaterTowers,Requires water storage tower,NoWaterTowers,DubsHygiene.xml,keyed,Requires water storage tower,需要储水塔
AssigningRequiresBladderNeed,"Assigning requires bladder need, but {0} doesn't have bladder need.",AssigningRequiresBladderNeed,DubsHygiene.xml,keyed,"Assigning requires bladder need, but (PH_1) doesn't have bladder need.",分配需要膀胱需求，但 {0} 没有膀胱需求。
DBHExtractorFrozen,Equipment frozen: {0},DBHExtractorFrozen,DubsHygiene.xml,keyed,Equipment frozen: (PH_1),设备冻结：{0}
NoCompostingMaterial,No composting material,NoCompostingMaterial,DubsHygiene.xml,keyed,No composting material,无堆肥材料
Nowater,No water capacity,Nowater,DubsHygiene.xml,keyed,No water capacity,无水容量
Nosewage,No sewage capacity,Nosewage,DubsHygiene.xml,keyed,No sewage capacity,无排污能力
RequiresPlumbing,Requires plumbing,RequiresPlumbing,DubsHygiene.xml,keyed,Requires plumbing,需要管道
AccessRestricted,Access restricted,AccessRestricted,DubsHygiene.xml,keyed,Access restricted,访问受限
TooHot,Too hot: x{0},TooHot,DubsHygiene.xml,keyed,Too hot: x(PH_1),太热：x{0}
InRain,In rain: x{0},InRain,DubsHygiene.xml,keyed,In rain: x(PH_1),雨中：x{0}
PhysicalActivity,Exertion: x{0},PhysicalActivity,DubsHygiene.xml,keyed,Exertion: x(PH_1),努力：x{0}
FilthyRoom,Room: x{0},FilthyRoom,DubsHygiene.xml,keyed,Room: x(PH_1),房间：x{0}
TotalHygieneStat,Total: x{0},TotalHygieneStat,DubsHygiene.xml,keyed,Total: x(PH_1),总计：x{0}
DirtyHands,Dirty hands - Disease risk,DirtyHands,DubsHygiene.xml,keyed,Dirty hands - Disease risk,脏手 - 疾病风险
LetterLabelBlockedDrain,A drain has become blocked.,LetterLabelBlockedDrain,DubsHygiene.xml,keyed,A drain has become blocked.,下水道被堵塞了。
LetterBlockedDrain,A drain has become blocked. A cleaner must clean the blockage.,LetterBlockedDrain,DubsHygiene.xml,keyed,A drain has become blocked. A cleaner must clean the blockage.,下水道被堵塞了。清洁工必须清理堵塞物。
ContaminationAlert,Contaminated water,ContaminationAlert,DubsHygiene.xml,keyed,Contaminated water,受污染的水
ContaminationAlertDesc,"A well has become polluted.\n\nSources of contamination:\n{0}\n\nEither move the well, remove the sources of contamination, or if you are using piped wells add a water treatment system, which will also clean contaminated water towers over time.",ContaminationAlertDesc,DubsHygiene.xml,keyed,"A well has become polluted.(PH_6)(PH_5)Sources of contamination:(PH_4)(PH_3)(PH_2)(PH_1)Either move the well, remove the sources of contamination, or if you are using piped wells add a water treatment system, which will also clean contaminated water towers over time.","一口井已被污染。

污染源：
{0}

移动井，消除污染源，或者如果您使用的是管道井，则添加一个水处理系统，随着时间的推移，该系统也将清洁受污染的水塔。"
ContaminatiedTowerAlert,Contaminated water tower,ContaminatiedTowerAlert,DubsHygiene.xml,keyed,Contaminated water tower,被污染的水塔
ContaminatiedTowerAlertDesc,"A water tower has become polluted, posing a serious health risk to your colonists. Solve the cause of the pollution and then drain the tank, or build a water treatment system.",ContaminatiedTowerAlertDesc,DubsHygiene.xml,keyed,"A water tower has become polluted, posing a serious health risk to your colonists. Solve the cause of the pollution and then drain the tank, or build a water treatment system.",一座水塔已被污染，对殖民者造成严重的健康风险。解决污染原因，然后排空水箱，或建造水处理系统。
MessageHygieneDisease,{0} has contracted {1} because of bad personal hygiene,MessageHygieneDisease,DubsHygiene.xml,keyed,(PH_2) has contracted (PH_1) because of bad personal hygiene,{0} 由于个人卫生不良而感染了 {1}
MessageWaterDisease,{0} has contracted {1} from drinking untreated water,MessageWaterDisease,DubsHygiene.xml,keyed,(PH_2) has contracted (PH_1) from drinking untreated water,{0} 因饮用未经处理的水而感染了 {1}
MessageWaterDiseaseContaminated,{0} has contracted {1} from drinking contaminated water,MessageWaterDiseaseContaminated,DubsHygiene.xml,keyed,(PH_2) has contracted (PH_1) from drinking contaminated water,{0} 因饮用受污染的水而感染了 {1}
ChangeGenderRestriction,Change gender restriction,ChangeGenderRestriction,DubsHygiene.xml,keyed,Change gender restriction,改变性别限制
CommandFixtureSetAsMedicalLabel,Medical,CommandFixtureSetAsMedicalLabel,DubsHygiene.xml,keyed,Medical,医疗的
CommandFixtureSetAsMedicalDesc,Limit this fixture to patients only.,CommandFixtureSetAsMedicalDesc,DubsHygiene.xml,keyed,Limit this fixture to patients only.,仅限患者使用此固定装置。
PatientsOnly,Patients only,PatientsOnly,DubsHygiene.xml,keyed,Patients only,仅限患者
AttackHelicopter,Attack helicopter,AttackHelicopter,DubsHygiene.xml,keyed,Attack helicopter,攻击直升机
Unisex,Unisex,Unisex,DubsHygiene.xml,keyed,Unisex,男女通用的
ConnectFixturesToBed,Link bed,ConnectFixturesToBed,DubsHygiene.xml,keyed,Link bed,链接床
ConnectFixturesToBedDesc,Connect the fixtures to a nearby bed so they inherit the ownership. Hold shift to assign multiple beds,ConnectFixturesToBedDesc,DubsHygiene.xml,keyed,Connect the fixtures to a nearby bed so they inherit the ownership. Hold shift to assign multiple beds,将固定装置连接到附近的床，以便它们继承所有权。按住shift分配多个床位
CancelConnectFixturesToBed,Clear bed link,CancelConnectFixturesToBed,DubsHygiene.xml,keyed,Clear bed link,清除床链接
CancelConnectFixturesToBedDesc,Clear the link to beds,CancelConnectFixturesToBedDesc,DubsHygiene.xml,keyed,Clear the link to beds,清除床位链接
dbh.Animalsonly,Animals only,dbh.Animalsonly,DubsHygiene.xml,keyed,Animals only,仅限动物
ChangeOccupancyRestriction,Occupancy Check,ChangeOccupancyRestriction,DubsHygiene.xml,keyed,Occupancy Check,入住检查
ChangeOccupancyRestrictionDesc,"Should pawns check if anything in the room is reserved before trying to use the fixture, prevents pawns from walking in on each other to use basins and toilets at the same time",ChangeOccupancyRestrictionDesc,DubsHygiene.xml,keyed,"Should pawns check if anything in the room is reserved before trying to use the fixture, prevents pawns from walking in on each other to use basins and toilets at the same time",当棋子在尝试使用固定装置之前是否应该检查房间内是否有任何东西被保留，以防止棋子互相走近同时使用脸盆和厕所
dbh.AllowColonists,Colonists,dbh.AllowColonists,DubsHygiene.xml,keyed,Colonists,殖民者
dbh.AllowSlaves,Slaves,dbh.AllowSlaves,DubsHygiene.xml,keyed,Slaves,奴隶
dbh.AllowGuests,Guests,dbh.AllowGuests,DubsHygiene.xml,keyed,Guests,嘉宾
dbh.NoColonists,Colonists restricted,dbh.NoColonists,DubsHygiene.xml,keyed,Colonists restricted,殖民者受到限制
dbh.NoSlaves,Slaves restricted,dbh.NoSlaves,DubsHygiene.xml,keyed,Slaves restricted,奴隶限制
dbh.NoGuests,Guests restricted,dbh.NoGuests,DubsHygiene.xml,keyed,Guests restricted,宾客限制
WaterTemp,Water temp: {0},WaterTemp,DubsHygiene.xml,keyed,Water temp: (PH_1),水温：{0}
ConnectedHeatingCapacity,Connected demand/capacity: {0} / {1} U ({2}),ConnectedHeatingCapacity,DubsHygiene.xml,keyed,Connected demand/capacity: (PH_3) / (PH_2) U ((PH_1)),连接需求/容量：{0} / {1} U ({2})
ConnectedCoolingCapacity,Connected demand/capacity: {0} / {1} U ({2}),ConnectedCoolingCapacity,DubsHygiene.xml,keyed,Connected demand/capacity: (PH_3) / (PH_2) U ((PH_1)),连接需求/容量：{0} / {1} U ({2})
HeatingUnits,Heating usage: {0} U,HeatingUnits,DubsHygiene.xml,keyed,Heating usage: (PH_1) U,供暖用量：{0} U
CoolingUnits,Cooling usage: {0} U,CoolingUnits,DubsHygiene.xml,keyed,Cooling usage: (PH_1) U,冷却使用量：{0} U
HeatingMode,Heating units/power: {0} U / {1} W,HeatingMode,DubsHygiene.xml,keyed,Heating units/power: (PH_2) U / (PH_1) W,加热单位/功率：{0} U / {1} W
CoolingMode,Cooling units/power: {0} U / {1} W,CoolingMode,DubsHygiene.xml,keyed,Cooling units/power: (PH_2) U / (PH_1) W,冷却装置/功率：{0} U / {1} W
CoolingEfficiencyGood,Efficiency: {0},CoolingEfficiencyGood,DubsHygiene.xml,keyed,Efficiency: (PH_1),效率：{0}
CoolingEfficiencyBad,Efficiency: {0} overheating,CoolingEfficiencyBad,DubsHygiene.xml,keyed,Efficiency: (PH_1) overheating,效率：{0} 过热
TargetTemp,Minimum temp: {0},TargetTemp,DubsHygiene.xml,keyed,Minimum temp: (PH_1),最低温度：{0}
LowerPower,Reduce power,LowerPower,DubsHygiene.xml,keyed,Reduce power,减少功率
LowerPowerDesc,Reduce the heating capacity.,LowerPowerDesc,DubsHygiene.xml,keyed,Reduce the heating capacity.,减少制热量。
RaisePower,Increase power,RaisePower,DubsHygiene.xml,keyed,Increase power,增加功率
RaisePowerDesc,Increase the heating capacity.,RaisePowerDesc,DubsHygiene.xml,keyed,Increase the heating capacity.,增加加热能力。
HotwaterCapacity,Hot water capacity: {0},HotwaterCapacity,DubsHygiene.xml,keyed,Hot water capacity: (PH_1),热水容量：{0}
OverrideThermostat,Override thermostat,OverrideThermostat,DubsHygiene.xml,keyed,Override thermostat,超控恒温器
OverrideThermostatDesc,Force the boiler to run continuously.,OverrideThermostatDesc,DubsHygiene.xml,keyed,Force the boiler to run continuously.,强制锅炉连续运行。
MustPlaceFreezerWithFreeSpaces,Exhaust vents must be kept clear!,MustPlaceFreezerWithFreeSpaces,DubsHygiene.xml,keyed,Exhaust vents must be kept clear!,排气口必须保持畅通！
SolarEfficiencyCold,Too cold,SolarEfficiencyCold,DubsHygiene.xml,keyed,Too cold,太冷了
SolarEfficiencyRoof,Roofed,SolarEfficiencyRoof,DubsHygiene.xml,keyed,Roofed,有屋顶的
SolarEfficiencyGood,Heating units (efficiency): {0} U ({1}),SolarEfficiencyGood,DubsHygiene.xml,keyed,Heating units (efficiency): (PH_2) U ((PH_1)),加热装置（效率）：{0} U ({1})
RadCurrentCap,Radiator temp: {0},RadCurrentCap,DubsHygiene.xml,keyed,Radiator temp: (PH_1),散热器温度：{0}
ThermostatSetupWarning,Thermostat overridden by hot water tanks. Set all connected hot water tanks to thermostat mode.,ThermostatSetupWarning,DubsHygiene.xml,keyed,Thermostat overridden by hot water tanks. Set all connected hot water tanks to thermostat mode.,恒温器被热水箱覆盖。将所有连接的 性感的 水箱设置为恒温器模式。
HotWaterTankUseThermostat,Thermostat control,HotWaterTankUseThermostat,DubsHygiene.xml,keyed,Thermostat control,恒温器控制
HotWaterTankUseThermostatDesc,Turn on boilers for 1 hour when the tank temperature is low. If this is disabled then boilers will run continuously and ignore room thermostats.,HotWaterTankUseThermostatDesc,DubsHygiene.xml,keyed,Turn on boilers for 1 hour when the tank temperature is low. If this is disabled then boilers will run continuously and ignore room thermostats.,当水箱温度较低时，打开锅炉1小时。如果禁用此功能，则锅炉将连续运行并忽略房间恒温器。
WashHands,Wash hands,WashHands,DubsHygiene.xml,keyed,Wash hands,洗手
Wash,Wash,Wash,DubsHygiene.xml,keyed,Wash,洗
UseToilet,Use,UseToilet,DubsHygiene.xml,keyed,Use,使用
SewageUsage,Usage = {0},SewageUsage,DubsHygiene.xml,keyed,Usage = (PH_1),用法 = {0}
MustBePlumbing,Must be plumbing,MustBePlumbing,DubsHygiene.xml,keyed,Must be plumbing,一定是水管
BlockedDrain,Blocked drain,BlockedDrain,DubsHygiene.xml,keyed,Blocked drain,排水管堵塞
PlumbOrEmpty,Plumb or empty the latrine,PlumbOrEmpty,DubsHygiene.xml,keyed,Plumb or empty the latrine,清理或清空厕所
WashingMachineSpinning,Running...,WashingMachineSpinning,DubsHygiene.xml,keyed,Running...,跑步...
WashingMachineUnload,Unload now,WashingMachineUnload,DubsHygiene.xml,keyed,Unload now,立即卸载
WashingMachineLoad,Load: {0}/{1},WashingMachineLoad,DubsHygiene.xml,keyed,Load: (PH_2)/(PH_1),负载：{0}/{1}
NoDirtyClothes,No dirty clothes,NoDirtyClothes,DubsHygiene.xml,keyed,No dirty clothes,没有脏衣服
WashingNoSpace,No space,WashingNoSpace,DubsHygiene.xml,keyed,No space,没有空间
NoUnreservedSource,No unreserved water sources of the highest available quality.,NoUnreservedSource,DubsHygiene.xml,keyed,No unreserved water sources of the highest available quality.,没有未经保留的最高可用质量水源。
RaiseFillRate,Flow +50L,RaiseFillRate,DubsHygiene.xml,keyed,Flow +50L,流量+50L
LowerFillRate,Flow -50L,LowerFillRate,DubsHygiene.xml,keyed,Flow -50L,流量-50L
WaterFillRate,Fill Rate: {0}L/h,WaterFillRate,DubsHygiene.xml,keyed,Fill Rate: (PH_1)L/h,填充率：{0}L/h
dbhDrink,Drink,dbhDrink,DubsHygiene.xml,keyed,Drink,喝
CommandDesignateOpenCloseValveLabel,Toggle valve,CommandDesignateOpenCloseValveLabel,DubsHygiene.xml,keyed,Toggle valve,切换阀
CommandDesignateOpenCloseValveDesc,Toggle the valve between open and closed.,CommandDesignateOpenCloseValveDesc,DubsHygiene.xml,keyed,Toggle the valve between open and closed.,在打开和关闭之间切换阀门。
ValveClosed,Valve closed,ValveClosed,DubsHygiene.xml,keyed,Valve closed,阀门关闭
PumpCapacity,Pump capacity: {0} L/day,PumpCapacity,DubsHygiene.xml,keyed,Pump capacity: (PH_1) L/day,泵容量：{0} L/天
GroundCapacity,Ground capacity: {0} L/day,GroundCapacity,DubsHygiene.xml,keyed,Ground capacity: (PH_1) L/day,地面容量：{0} L/天
PipedPumpCapacity,Piped pump/Ground capacity: {0}/{1} L/day ({2}),PipedPumpCapacity,DubsHygiene.xml,keyed,Piped pump/Ground capacity: (PH_3)/(PH_2) L/day ((PH_1)),管道泵/地面容量：{0}/{1} L/天 ({2})
WaterStorage,Water stored: {0} L,WaterStorage,DubsHygiene.xml,keyed,Water stored: (PH_1) L,储存水量：{0} L
TotalWaterStorage,Piped water stored: {0} L,TotalWaterStorage,DubsHygiene.xml,keyed,Piped water stored: (PH_1) L,储存的自来水：{0} L
PollutionLevel,Pollution level: {0},PollutionLevel,DubsHygiene.xml,keyed,Pollution level: (PH_1),污染等级：{0}
CommandSprinkleDown,Decrease radius,CommandSprinkleDown,DubsHygiene.xml,keyed,Decrease radius,减小半径
CommandSprinkleUp,Increase radius,CommandSprinkleUp,DubsHygiene.xml,keyed,Increase radius,增加半径
UntreatedWater,Quality: Untreated - Small disease risk,UntreatedWater,DubsHygiene.xml,keyed,Quality: Untreated - Small disease risk,质量：未经治疗 - 小 疾病风险
ContaminatedWater,Quality: Contaminated - High disease risk!,ContaminatedWater,DubsHygiene.xml,keyed,Quality: Contaminated - High disease risk!,质量：受污染 - 高疾病风险！
TreatedWater,Quality: Treated - Safe,TreatedWater,DubsHygiene.xml,keyed,Quality: Treated - Safe,质量：经过处理 - 安全
DrainTank,Drain tank,DrainTank,DubsHygiene.xml,keyed,Drain tank,排水箱
DrainTankDesc,Drain the tank and remove contamination.,DrainTankDesc,DubsHygiene.xml,keyed,Drain the tank and remove contamination.,排空水箱并清除污染物。
WaterValueOffset,Water value: {0} for {1} L,WaterValueOffset,DubsHygiene.xml,keyed,Water value: (PH_2) for (PH_1) L,水值：{0} 为 {1} L
HyWater,Water,HyWater,DubsHygiene.xml,keyed,Water,水
OverlapsWells,Overlaps with {0} wells,OverlapsWells,DubsHygiene.xml,keyed,Overlaps with (PH_1) wells,与 {0} 孔重叠
TransferStorageTank,Transfer Tank,TransferStorageTank,DubsHygiene.xml,keyed,Transfer Tank,转运罐
TransferStorageTankDesc,Transfer the contents of this tank to other available tanks,TransferStorageTankDesc,DubsHygiene.xml,keyed,Transfer the contents of this tank to other available tanks,将此罐中的内容转移到其他可用罐中
dbh.SewageReadout,Sewage {0},dbh.SewageReadout,DubsHygiene.xml,keyed,Sewage (PH_1),污水{0}
DrainSepticTank,Drain,DrainSepticTank,DubsHygiene.xml,keyed,Drain,流走
DrainSepticTankDesc,"Set the level at which fecal sludge should be emptied into barrels. Fecal sludge can be moved and knocked over, burned, or turned into biosolids or fuel.",DrainSepticTankDesc,DubsHygiene.xml,keyed,"Set the level at which fecal sludge should be emptied into barrels. Fecal sludge can be moved and knocked over, burned, or turned into biosolids or fuel.",设置粪便污泥应倒入桶中的水位。粪便污泥可以被移动、打翻、燃烧或转化为生物固体或燃料。
SewageProcessing,Treating: {0} L/d. Holding: {1} L ({2}),SewageProcessing,DubsHygiene.xml,keyed,Treating: (PH_3) L/d. Holding: (PH_2) L ((PH_1)),治疗：{0} L/d。持有：{1} L ({2})
DoNotDrainTank,Do not drain,DoNotDrainTank,DubsHygiene.xml,keyed,Do not drain,请勿排水
DrainSepticTankAt,Drain tank at {0},DrainSepticTankAt,DubsHygiene.xml,keyed,Drain tank at (PH_1),在 {0} 处排空水箱
PitCapacity,Pit: {0},PitCapacity,DubsHygiene.xml,keyed,Pit: (PH_1),坑：{0}
PitFull,"Pit is full, empty now!",PitFull,DubsHygiene.xml,keyed,"Pit is full, empty now!",坑已经满了，现在空了！
KickOver,Kick over,KickOver,DubsHygiene.xml,keyed,Kick over,踢过去
KickOverDesc,Spill this barrel of sewage on the ground.,KickOverDesc,DubsHygiene.xml,keyed,Spill this barrel of sewage on the ground.,把这桶污水洒在地上。
ContainsCompost,Contains compost: {0}/{1} L,ContainsCompost,DubsHygiene.xml,keyed,Contains compost: (PH_2)/(PH_1) L,包含堆肥：{0}/{1} L
ContainsFecalSludge,Contains fecal sludge: {0}/{1} L,ContainsFecalSludge,DubsHygiene.xml,keyed,Contains fecal sludge: (PH_2)/(PH_1) L,含有粪便污泥：{0}/{1} L
Composted,Composted,Composted,DubsHygiene.xml,keyed,Composted,堆肥
CompostingProgress,Composting progress: {0} ({1}),CompostingProgress,DubsHygiene.xml,keyed,Composting progress: (PH_2) ((PH_1)),堆肥进度：{0} ({1})
ComposterOutOfIdealTemperature,Composter has non-ideal temperature,ComposterOutOfIdealTemperature,DubsHygiene.xml,keyed,Composter has non-ideal temperature,堆肥机的温度不理想
IdealCompostingTemperature,Ideal composting temperature,IdealCompostingTemperature,DubsHygiene.xml,keyed,Ideal composting temperature,理想的堆肥温度
GrowingZoneNotAllowed,Growing zone sowing disabled,GrowingZoneNotAllowed,DubsHygiene.xml,keyed,Growing zone sowing disabled,生长区禁止播种
NoFertilizerFound,No fertilizer found,NoFertilizerFound,DubsHygiene.xml,keyed,No fertilizer found,没有找到肥料
AreaPlaceFertilizer,Fertilizer area,AreaPlaceFertilizer,DubsHygiene.xml,keyed,Fertilizer area,施肥面积
AreaPlaceFertilizerDesc,Designate areas to fertilize with biosolids.,AreaPlaceFertilizerDesc,DubsHygiene.xml,keyed,Designate areas to fertilize with biosolids.,指定用生物固体施肥的区域。
AddFertilizerArea,Add area,AddFertilizerArea,DubsHygiene.xml,keyed,Add area,添加区域
RemoveFertilizerArea,Remove area,RemoveFertilizerArea,DubsHygiene.xml,keyed,Remove area,删除区域
dbh.DrinkPackSearchRange,Drink packing search range: {0},dbh.DrinkPackSearchRange,DubsHygiene.xml,keyed,Drink packing search range: (PH_1),饮料包装搜索范围：{0}
dbh.DrinksToPack,"Drink packing: search at {0}, pack {1}",dbh.DrinksToPack,DubsHygiene.xml,keyed,"Drink packing: search at (PH_2), pack (PH_1)",饮料包装：搜索{0}，包装{1}
dbh.restartconfirm,Restart,dbh.restartconfirm,DubsHygiene.xml,keyed,Restart,重新启动
dbh.restartlater,Later,dbh.restartlater,DubsHygiene.xml,keyed,Later,之后
dbh.PriorityIndoorCleaning,Prioritize indoor cleaning,dbh.PriorityIndoorCleaning,DubsHygiene.xml,keyed,Prioritize indoor cleaning,优先考虑室内清洁
dbh.PriorityIndoorCleaningTip,Enables a higher priority cleaning job to clean indoors first,dbh.PriorityIndoorCleaningTip,DubsHygiene.xml,keyed,Enables a higher priority cleaning job to clean indoors first,启用更高优先级的清洁工作，首先清洁室内
dbh.ModRemove,Mod removal assist,dbh.ModRemove,DubsHygiene.xml,keyed,Mod removal assist,模组移除辅助
dbh.ModRemoveDesc,"Steps:\n\n1: Save your game immediately after pressing confirm\n2: Quit to the main menu and disable the mod and restart the game\n3: Load your save game, ignore any exceptions and save it again\nLoad the save game once more and there shouldn't be any exceptions related to missing bad hygiene defs or classes!",dbh.ModRemoveDesc,DubsHygiene.xml,keyed,"Steps:(PH_5)(PH_4)1: Save your game immediately after pressing confirm(PH_3)2: Quit to the main menu and disable the mod and restart the game(PH_2)3: Load your save game, ignore any exceptions and save it again(PH_1)Load the save game once more and there shouldn't be any exceptions related to missing bad hygiene defs or classes!","步骤：

1：按确认后立即保存游戏
2：退出主菜单并禁用模组并重新启动游戏
3：加载您的保存游戏，忽略任何异常并再次保存[
再次加载保存游戏，不应该出现任何与缺少不良卫生定义或类别相关的异常！"
PetsGetThirst,Pet thirst,PetsGetThirst,DubsHygiene.xml,keyed,Pet thirst,宠物口渴
PetsGetThirstTip,Pets get the thirst need,PetsGetThirstTip,DubsHygiene.xml,keyed,Pets get the thirst need,宠物需要解渴
