key,text,tag,file,type
Joke_03.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_03.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_03b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_03.logRulesInitiator.rulesStrings.2,good_opinion->Why wouldn't they?,li,InteractionDef/InteractionDef.xml,def
Joke_03b.label,joke — 03b,label,InteractionDef/InteractionDef.xml,def
Joke_03b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->Because they make up everything!,li,InteractionDef/InteractionDef.xml,def
Joke_04.label,joke — 04,label,InteractionDef/InteractionDef.xml,def
Joke_04.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_04.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_04b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_04.logRulesInitiator.rulesStrings.2,"good_opinion->Rich? How, [recipient]? That job can't have paid well...",li,InteractionDef/InteractionDef.xml,def
Joke_04b.label,joke — 04b,label,InteractionDef/InteractionDef.xml,def
Joke_04b.logRulesInitiator.rulesStrings.0,"r_logentry(tag=JokeReaction)->No, but the tips were enormous!",li,InteractionDef/InteractionDef.xml,def
Joke_05.label,joke — 05,label,InteractionDef/InteractionDef.xml,def
Joke_05.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_05.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_05b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_05.logRulesInitiator.rulesStrings.2,"good_opinion->What is it, [recipient]?",li,InteractionDef/InteractionDef.xml,def
Joke_05b.label,joke — 05b,label,InteractionDef/InteractionDef.xml,def
Joke_05b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->A nervous wreck!,li,InteractionDef/InteractionDef.xml,def
Joke_06.label,joke — 06,label,InteractionDef/InteractionDef.xml,def
Joke_06.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_06.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_06b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_06.logRulesInitiator.rulesStrings.2,"good_opinion->No, [recipient] — what happened to them?",li,InteractionDef/InteractionDef.xml,def
Joke_06b.label,joke — 06b,label,InteractionDef/InteractionDef.xml,def
Joke_06b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->They each got six months!,li,InteractionDef/InteractionDef.xml,def
Joke_07.label,joke — 07,label,InteractionDef/InteractionDef.xml,def
Joke_07.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_07.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_07b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_07.logRulesInitiator.rulesStrings.2,"good_opinion->Why, [recipient]?",li,InteractionDef/InteractionDef.xml,def
Joke_07b.label,joke — 07b,label,InteractionDef/InteractionDef.xml,def
Joke_07b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->In case [he_she] needed to draw blood.,li,InteractionDef/InteractionDef.xml,def
Joke_07b.logRulesInitiator.rulesStrings.1,he_she->he,li,InteractionDef/InteractionDef.xml,def
Joke_07b.logRulesInitiator.rulesStrings.2,he_she->she,li,InteractionDef/InteractionDef.xml,def
Joke_08.label,joke — 08,label,InteractionDef/InteractionDef.xml,def
Joke_08.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_08.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_08b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_08.logRulesInitiator.rulesStrings.2,"good_opinion->Yes, [recipient]. Go ahead!",li,InteractionDef/InteractionDef.xml,def
Joke_08b.label,joke — 08b,label,InteractionDef/InteractionDef.xml,def
Joke_08b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->Oh never mind — I'm still working on that one!,li,InteractionDef/InteractionDef.xml,def
Joke_08b.logRulesInitiator.rulesStrings.1,he_she->he,li,InteractionDef/InteractionDef.xml,def
Joke_08b.logRulesInitiator.rulesStrings.2,he_she->she,li,InteractionDef/InteractionDef.xml,def
Joke_09.label,joke — 09,label,InteractionDef/InteractionDef.xml,def
Joke_09.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_09.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_09b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_09.logRulesInitiator.rulesStrings.2,"good_opinion->Why, [recipient]?",li,InteractionDef/InteractionDef.xml,def
Joke_09b.label,joke — 09b,label,InteractionDef/InteractionDef.xml,def
Joke_09b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->Because nothing gets under their skin!,li,InteractionDef/InteractionDef.xml,def
Joke_10.label,joke — 10,label,InteractionDef/InteractionDef.xml,def
Joke_10.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_10.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_10b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_10.logRulesInitiator.rulesStrings.2,"good_opinion->Why, [recipient]?",li,InteractionDef/InteractionDef.xml,def
Joke_10b.label,joke — 10b,label,InteractionDef/InteractionDef.xml,def
Joke_10b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->Because it was always spotted!,li,InteractionDef/InteractionDef.xml,def
Joke_11.label,joke — 11,label,InteractionDef/InteractionDef.xml,def
Joke_11.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_11.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_11b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_11.logRulesInitiator.rulesStrings.2,"good_opinion->Why, [recipient]?",li,InteractionDef/InteractionDef.xml,def
Joke_11b.label,joke — 11b,label,InteractionDef/InteractionDef.xml,def
Joke_11b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->It's pointless!,li,InteractionDef/InteractionDef.xml,def
Joke_12.label,joke — 12,label,InteractionDef/InteractionDef.xml,def
Joke_12.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_12.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_12b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_12.logRulesInitiator.rulesStrings.2,"good_opinion->Hmmm... I don't know, [recipient]. What do you call it?",li,InteractionDef/InteractionDef.xml,def
Joke_12b.label,joke — 12b,label,InteractionDef/InteractionDef.xml,def
Joke_12b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->Ground beef!,li,InteractionDef/InteractionDef.xml,def
Joke_13.label,joke — 13,label,InteractionDef/InteractionDef.xml,def
Joke_13.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_13.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_13b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_13.logRulesInitiator.rulesStrings.2,"good_opinion->Hmmm... I don't know, [recipient]. What do they call each other?",li,InteractionDef/InteractionDef.xml,def
Joke_13b.label,joke — 13b,label,InteractionDef/InteractionDef.xml,def
Joke_13b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->Thrumb-bros!,li,InteractionDef/InteractionDef.xml,def
Joke_14.label,joke — 14,label,InteractionDef/InteractionDef.xml,def
Joke_14.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_14.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_14b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_14.logRulesInitiator.rulesStrings.2,good_opinion->And what did the doctor say?,li,InteractionDef/InteractionDef.xml,def
Joke_14b.label,joke — 14b,label,InteractionDef/InteractionDef.xml,def
Joke_14b.logRulesInitiator.rulesStrings.0,"r_logentry(tag=JokeReaction)->Don't go to those places, then!",li,InteractionDef/InteractionDef.xml,def
Joke_15.label,joke — 15,label,InteractionDef/InteractionDef.xml,def
Joke_15.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
Joke_15.logRulesInitiator.rulesStrings.1,"r_logentry(INITIATOR_opinion>=0,tag=Joke_15b)->[good_opinion]",li,InteractionDef/InteractionDef.xml,def
Joke_15.logRulesInitiator.rulesStrings.2,"good_opinion->No, how was it?",li,InteractionDef/InteractionDef.xml,def
Joke_15b.label,joke — 15b,label,InteractionDef/InteractionDef.xml,def
Joke_15b.logRulesInitiator.rulesStrings.0,r_logentry(tag=JokeReaction)->The entire audience was stunned!,li,InteractionDef/InteractionDef.xml,def
JokeReaction.label,joke — reaction,label,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.0,r_logentry(RECIPIENT_social_level>=0)->[good],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.1,r_logentry(RECIPIENT_social_level>=5)->[good],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.2,r_logentry(RECIPIENT_social_level>=10)->[good],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.3,r_logentry(RECIPIENT_social_level>=15)->[good],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.4,r_logentry(RECIPIENT_social_level<5)->[bad],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.5,r_logentry(RECIPIENT_social_level<10)->[bad],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.6,r_logentry(RECIPIENT_social_level<15)->[bad],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.7,r_logentry(RECIPIENT_social_level<=20)->[bad],li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.8,good(INITIATOR_mood>=0.7)->*laughs hard*,li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.9,"good(INITIATOR_mood>=0.4,INITIATOR_mood<0.7)->*laughs*",li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.10,"good(INITIATOR_mood>=0.2,INITIATOR_mood<0.4)->*smiles*",li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.11,good(INITIATOR_mood<0.2)->*sighs*,li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.12,"bad(INITIATOR_trait==kind,priority=1)->*polite laugh*",li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.13,bad(INITIATOR_mood>=0.7)->*giggles*,li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.14,"bad(INITIATOR_mood>=0.4,INITIATOR_mood<0.7)->[mid_mood]",li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.15,mid_mood->I already knew this joke...,li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.16,mid_mood->Mmm... not very funny...,li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.17,"bad(INITIATOR_mood>=0.2,INITIATOR_mood<0.4)->*cringes*",li,InteractionDef/InteractionDef.xml,def
JokeReaction.logRulesInitiator.rulesStrings.18,bad(INITIATOR_mood<0.2)->*scowls*,li,InteractionDef/InteractionDef.xml,def
StarvingEating.label,starving — eating,label,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->[bad_opinion],li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.1,"bad_opinion(INITIATOR_opinion<=-25)->Hope you choke on it, [RECIPIENT_nameDef]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.2,bad_opinion->...,li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.3,r_logentry(INITIATOR_opinion>=0)->[good_opinion],li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.4,"good_opinion->Enjoy, [recipient]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.5,"good_opinion->Chow down, [recipient]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.6,"good_opinion->Eat hearty, [recipient]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.7,"good_opinion->Enjoy your meal, [recipient]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.8,"good_opinion->Eat up, [recipient]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.9,"good_opinion(INITIATOR_social_level>=5)->Bon appétit, [recipient]!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.10,"good_opinion(INITIATOR_medical_level>=5)->Chew slowly, [recipient].",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.11,"good_opinion(INITIATOR_trait==gourmand)->Enjoy your meal, enjoy your life!",li,InteractionDef/InteractionDef.xml,def
StarvingEating.logRulesInitiator.rulesStrings.12,"good_opinion(INITIATOR_trait==ascetic)->Temperance, [recipient], temperance...",li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.label,apparel — damaged,label,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.1,r_logentry(INITIATOR_opinion>=0)->[good_opinion],li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.2,"good_opinion->I'm sorry to hear that, [recipient]. [comment]",li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.3,comment->,li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.4,comment(INITIATOR_crafting_level>=5)->I could try and make some new apparel for you.,li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.5,comment(INITIATOR_social_level>=5)->I'll try to trade in something in exchange for some new apparel for you.,li,InteractionDef/InteractionDef.xml,def
ReactToThought_ApparelDamaged.logRulesInitiator.rulesStrings.6,comment(INITIATOR_thoughtDefName==ApparelDamaged)->Mine is in no good shape either...,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.label,react to — ate wo table (stressed or abrasive),label,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->[bad_opinion],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.1,bad_opinion(INITIATOR_construction_level<4)->[bad_opinion_unskilled],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.2,bad_opinion_unskilled(RECIPIENT_construction_level<4)->...,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.3,"bad_opinion_unskilled(RECIPIENT_construction_level>=4)->Yes you could have, [recipient] — now, try to be more useful in the future!",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.4,bad_opinion(INITIATOR_construction_level>=4)->[bad_opinion_skilled],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.5,"bad_opinion_skilled(RECIPIENT_construction_level<4)->And I hope you [shut_up], [recipient].",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.6,shut_up->shut up,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.7,shut_up->stop nagging me,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.8,shut_up->stop bothering me,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.9,shut_up->just shut up,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.10,"bad_opinion_skilled(RECIPIENT_construction_level>=4)->Hey, [recipient] — you need a table, you build one yourself. I've got more important things to do.",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.11,r_logentry(INITIATOR_opinion>=0)->[good_opinion],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.12,good_opinion(INITIATOR_construction_level<4)->[good_opinion_unskilled],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.13,"good_opinion_unskilled(RECIPIENT_construction_level<4)->Let's hope it won't happen again, [recipient] — it's [annoying].",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.14,"good_opinion_unskilled(RECIPIENT_construction_level>=4)->Don't worry, [recipient] — I'm sure you won't let this happen again.",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.15,good_opinion(INITIATOR_construction_level>=4)->[good_opinion_skilled],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.16,"good_opinion_skilled(RECIPIENT_construction_level<4)->I had planned to build one, but I got distracted. Sorry, [recipient] — it won't happen again.",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.17,"good_opinion_skilled(RECIPIENT_construction_level>=4)->You're right, [recipient] — we could have built one. We won't let this happen again.",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.18,annoying->bad,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.19,annoying->irritating,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.20,annoying->infuriating,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.21,annoying->maddening,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.22,annoying->bothersome,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.23,annoying->unacceptable,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.24,annoying->not nice,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteWithoutTable.logRulesInitiator.rulesStrings.25,annoying->unpleasant,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.label,ate meal,label,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.0,r_logentry(INITIATOR_opinion<0)->...,li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.1,r_logentry(INITIATOR_opinion>=0)->[good_opinion],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.2,good_opinion(RECIPIENT_thoughtDefName==AteLavishMeal)->[recipient_lavish],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.3,"recipient_lavish(INITIATOR_thoughtDefName==AteLavishMeal,priority=1)->Me too! [medical_opinion_lavish_1]",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.4,"recipient_lavish(INITIATOR_thoughtDefName==AteFineMeal,priority=1)->I don't think they're as abundant as you say, but I agree with you! [medical_opinion_lavish_1]",li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.5,recipient_lavish->Really? Mine were plain and ordinary. [medical_opinion_lavish_2],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.6,recipient_lavish->Really? Mine were plain plain and ordinary. [cook_opinion],li,InteractionDef/InteractionDef.xml,def
ReactToThought_AteMeal.logRulesInitiator.rulesStrings.7,"recipient_lavish(INITIATOR_thoughtDefName==AteAwfulMeal,priority=1)->What?! I had to eat some disgusting food earlier! [medical_opinion_lavish_2]",li,InteractionDef/InteractionDef.xml,def
