key,text,tag,file,type,protected_text
AM.ProbReport.Injure,Injure,AM.ProbReport.Injure,Keys.xml,keyed,Injure
AM.ProbReport.Fail,Fail,AM.ProbReport.Fail,Keys.xml,keyed,Fail
AM.Error.Duel.Internal,Int.Error: {Error},AM.Error.Duel.Internal,Keys.xml,keyed,Int.Error: (PH_1)
AM.Error.Duel.Dead,{Pawn} is dead,AM.Error.Duel.Dead,Keys.xml,keyed,(PH_1) is dead
AM.Error.Duel.Down,{Pawn} is downed,AM.Error.Duel.Down,Keys.xml,keyed,(PH_1) is downed
AM.Error.Duel.NotSpawned,{Pawn} cannot be dueled right now,AM.Error.Duel.NotSpawned,Keys.xml,keyed,(PH_1) cannot be dueled right now
AM.Error.Duel.NotSpawned.Short,{Pawn} is not available,AM.Error.Duel.NotSpawned.Short,Keys.xml,keyed,(PH_1) is not available
AM.Error.Duel.MissingWeapon,{Pawn} does not have a valid melee weapon,AM.Error.Duel.MissingWeapon,Keys.xml,keyed,(PH_1) does not have a valid melee weapon
AM.Error.Duel.NoAnim,The weapon(s) these pawns are carrying cannot be used to duel with.,AM.Error.Duel.NoAnim,Keys.xml,keyed,The (PH_1) these pawns are carrying cannot be used to duel with.
AM.Error.Duel.NoAnim.Short,These melee weapons cannot be used to duel,AM.Error.Duel.NoAnim.Short,Keys.xml,keyed,These melee weapons cannot be used to duel
AM.Error.Duel.NoPath,{0} cannot reach {1} to start a duel,AM.Error.Duel.NoPath,Keys.xml,keyed,(PH_2) cannot reach (PH_1) to start a duel
AM.Error.Duel.OnCooldown,{0}'s duel is on cooldown,AM.Error.Duel.OnCooldown,Keys.xml,keyed,(PH_1)'s duel is on cooldown
AM.Error.Duel.WaitedTooLong,"{0} got tired of waiting for {1} to arrive to their duel, and called it off.",AM.Error.Duel.WaitedTooLong,Keys.xml,keyed,"(PH_2) got tired of waiting for (PH_1) to arrive to their duel, and called it off."
AM.Gizmos.DuelSpot.StartDuel.Label,Start duel,AM.Gizmos.DuelSpot.StartDuel.Label,Keys.xml,keyed,Start duel
AM.Gizmos.DuelSpot.StartDuel.Desc,"Manually start a duel between two friendly pawns with valid weapons. Prisoners cannot participate.\n\nThis is a friendly duel, nobody will be hurt.",AM.Gizmos.DuelSpot.StartDuel.Desc,Keys.xml,keyed,"Manually start a duel between two friendly pawns with valid weapons. Prisoners cannot participate.(PH_2)(PH_1)This is a friendly duel, nobody will be hurt."
AM.Gizmos.DuelSpot.StartDuel.InUse,The duel spot is currently in use,AM.Gizmos.DuelSpot.StartDuel.InUse,Keys.xml,keyed,The duel spot is currently in use
AM.Gizmos.DuelSpot.StartDuel.Forbidden,The duel spot is forbidden,AM.Gizmos.DuelSpot.StartDuel.Forbidden,Keys.xml,keyed,The duel spot is forbidden
AM.Gizmos.DuelSpot.StartDuel.MissingWeapon,"{0} does not have a valid melee weapon (must be long weapon, not short)",AM.Gizmos.DuelSpot.StartDuel.MissingWeapon,Keys.xml,keyed,"(PH_1) does not have a valid melee weapon (must be long weapon, not short)"
AM.Gizmos.DuelSpot.StartDuel.IncompatWeapon,"{0}'s weapon cannot be used to duel {1}, their weapons are incompatible (must be long weapons, not short)",AM.Gizmos.DuelSpot.StartDuel.IncompatWeapon,Keys.xml,keyed,"(PH_2)'s weapon cannot be used to duel (PH_1), their weapons are incompatible (must be long weapons, not short)"
AM.Gizmos.DuelSpot.StartDuel.CannotInterrupt,{0}'s current job cannot be interrupted,AM.Gizmos.DuelSpot.StartDuel.CannotInterrupt,Keys.xml,keyed,(PH_1)'s current job cannot be interrupted
AM.Gizmos.DuelSpot.StartDuel.NoPath,{0} cannot reach the duel spot,AM.Gizmos.DuelSpot.StartDuel.NoPath,Keys.xml,keyed,(PH_1) cannot reach the duel spot
AM.Gizmos.DuelSpot.StartDuel.OnCooldown,{0} cannot do a friendly duel for another {2} seconds,AM.Gizmos.DuelSpot.StartDuel.OnCooldown,Keys.xml,keyed,(PH_2) cannot do a friendly duel for another (PH_1) seconds
AM.Gizmos.DuelSpot.StartDuel.FloatMenuTitle,Select a pawn to duel,AM.Gizmos.DuelSpot.StartDuel.FloatMenuTitle,Keys.xml,keyed,Select a (PH_1) to duel
AM.Gizmos.DuelSpot.StartDuel.FailedToStart,An unexpected error caused the duel to not be able to be started. Please send logs to the mod author.,AM.Gizmos.DuelSpot.StartDuel.FailedToStart,Keys.xml,keyed,An unexpected error caused the duel to not be able to be started. Please send logs to the mod author.
AM.Gizmos.DuelSpot.ToggleVisibility,Toggle visibility,AM.Gizmos.DuelSpot.ToggleVisibility,Keys.xml,keyed,Toggle visibility
AM.Gizmos.DuelSpot.ToggleVisibility.Desc,"Makes this duel spot invisible, or shows it again.\nWarning: it really is invisible! Don't forget where you put it down or you may struggle to find it again...",AM.Gizmos.DuelSpot.ToggleVisibility.Desc,Keys.xml,keyed,"Makes this duel spot invisible, or shows it again.(PH_1)Warning: it really is invisible! Don't forget where you put it down or you may struggle to find it again..."
AM.Error.Grapple.Dead,{Grappler} is dead,AM.Error.Grapple.Dead,Keys.xml,keyed,(PH_1) is dead
AM.Error.Grapple.Stunned,{Grappler} is stunned,AM.Error.Grapple.Stunned,Keys.xml,keyed,(PH_1) is stunned
AM.Error.Grapple.DeadTarget,{Target} is dead,AM.Error.Grapple.DeadTarget,Keys.xml,keyed,(PH_1) is dead
AM.Error.Grapple.Downed,{Grappler} is downed,AM.Error.Grapple.Downed,Keys.xml,keyed,(PH_1) is downed
AM.Error.Grapple.AlreadyTarget,{Target} is already being lassoed,AM.Error.Grapple.AlreadyTarget,Keys.xml,keyed,(PH_1) is already being lassoed
AM.Error.Grapple.AlreadyTarget.Short,Already being lassoed,AM.Error.Grapple.AlreadyTarget.Short,Keys.xml,keyed,Already being lassoed
AM.Error.Exec.FloatMenu,Cannot execute: {0},AM.Error.Exec.FloatMenu,Keys.xml,keyed,Cannot execute: (PH_1)
AM.Error.Exec.Internal,Int.Error: {Error},AM.Error.Exec.Internal,Keys.xml,keyed,Int.Error: (PH_1)
AM.Error.Exec.Dead,{Exec} is dead,AM.Error.Exec.Dead,Keys.xml,keyed,(PH_1) is dead
AM.Error.Exec.NoWalk.Short,{Target} cannot be reached,AM.Error.Exec.NoWalk.Short,Keys.xml,keyed,(PH_1) cannot be reached
AM.Error.Exec.DeadTarget,{Target} is dead,AM.Error.Exec.DeadTarget,Keys.xml,keyed,(PH_1) is dead
AM.Error.Exec.Downed,{Exec} is downed,AM.Error.Exec.Downed,Keys.xml,keyed,(PH_1) is downed
AM.Error.Exec.DownedTarget,{Target} is downed. Downed pawns cannot be executed.,AM.Error.Exec.DownedTarget,Keys.xml,keyed,(PH_1) is downed. Downed pawns cannot be executed.
AM.Error.Exec.DownedTarget.Short,{Target} is downed,AM.Error.Exec.DownedTarget.Short,Keys.xml,keyed,(PH_1) is downed
AM.Error.Exec.BadRace,{Target} is not a valid target.,AM.Error.Exec.BadRace,Keys.xml,keyed,(PH_1) is not a valid target.
AM.Error.Exec.BadRace.Short,{Target} is not a valid target,AM.Error.Exec.BadRace.Short,Keys.xml,keyed,(PH_1) is not a valid target
AM.Error.Exec.CannotFist,{Exec} has no weapon and cannot use their fists: {Additional},AM.Error.Exec.CannotFist,Keys.xml,keyed,(PH_2) has no weapon and cannot use their fists: (PH_1)
AM.Error.Exec.CannotFist.Short,{Exec} cannot use their fists,AM.Error.Exec.CannotFist.Short,Keys.xml,keyed,(PH_1) cannot use their fists
AM.Error.Exec.SelfInAnimation,{Exec} cannot execute anyone right now,AM.Error.Exec.SelfInAnimation,Keys.xml,keyed,(PH_1) cannot execute anyone right now
AM.Error.Exec.InAnimation,{Target} cannot be executed right now,AM.Error.Exec.InAnimation,Keys.xml,keyed,(PH_1) cannot be executed right now
AM.Error.Exec.Stunned,{Exec} is stunned,AM.Error.Exec.Stunned,Keys.xml,keyed,(PH_1) is stunned
AM.Error.Exec.NoWalk,"{Target} is not adjacent to {Exec}, and cannot be lassoed or walked to.",AM.Error.Exec.NoWalk,Keys.xml,keyed,"(PH_2) is not adjacent to (PH_1), and cannot be lassoed or walked to."
AM.Error.Exec.NoWeapon,{Exec} is not wielding a valid melee weapon,AM.Error.Exec.NoWeapon,Keys.xml,keyed,(PH_1) is not wielding a valid melee weapon
AM.Error.Exec.NoWeapon.Short,No melee weapon,AM.Error.Exec.NoWeapon.Short,Keys.xml,keyed,No melee weapon
AM.Error.Exec.Cooldown,{Exec}'s execution is on cooldown,AM.Error.Exec.Cooldown,Keys.xml,keyed,(PH_1)'s execution is on cooldown
AM.Error.Exec.Cooldown.Short,Execution on cooldown,AM.Error.Exec.Cooldown.Short,Keys.xml,keyed,Execution on cooldown
AM.Error.Exec.NoAnims,{Exec} cannot perform any execution animations using their {Weapon}.\nThis is probably due to a lack of melee skill or because all animations are disabled in the mod settings.,AM.Error.Exec.NoAnims,Keys.xml,keyed,(PH_3) cannot perform any execution animations using their (PH_2).(PH_1)This is probably due to a lack of melee skill or because all animations are disabled in the mod settings.
AM.Error.Exec.NoAnims.Short,No animations available,AM.Error.Exec.NoAnims.Short,Keys.xml,keyed,No animations available
AM.Error.Exec.NoSpace,There is not enough space to perform any execution animation here,AM.Error.Exec.NoSpace,Keys.xml,keyed,There is not enough space to perform any execution animation here
AM.Error.Exec.NoSpace.Short,Not enough space,AM.Error.Exec.NoSpace.Short,Keys.xml,keyed,Not enough space
AM.Error.Exec.NoPath,"{Exec} cannot reach {Target} by walking, and their lasso is unavailable or unusable.",AM.Error.Exec.NoPath,Keys.xml,keyed,"(PH_2) cannot reach (PH_1) by walking, and their lasso is unavailable or unusable."
AM.Error.Exec.NoPath.Short,No path to target,AM.Error.Exec.NoPath.Short,Keys.xml,keyed,No path to target
AM.Error.Exec.BadFists,{Exec} use their fists for execution: {Additional}.,AM.Error.Exec.BadFists,Keys.xml,keyed,(PH_2) use their fists for execution: (PH_1).
AM.Error.Exec.BadFists.Short,Cannot use their fists for execution,AM.Error.Exec.BadFists.Short,Keys.xml,keyed,Cannot use their fists for execution
AM.Error.Grapple.MissingLOS,No line of sight,AM.Error.Grapple.MissingLOS,Keys.xml,keyed,No line of sight
AM.Error.Grapple.TooFar,{Target} is out of reach of {Grappler}'s lasso,AM.Error.Grapple.TooFar,Keys.xml,keyed,(PH_2) is out of reach of (PH_1)'s lasso
AM.Error.Grapple.TooFar.Short,Too far away,AM.Error.Grapple.TooFar.Short,Keys.xml,keyed,Too far away
AM.Error.Grapple.InAnimation,{Target} cannot be lassoed right now,AM.Error.Grapple.InAnimation,Keys.xml,keyed,(PH_1) cannot be lassoed right now
AM.Error.Grapple.SelfInAnimation,{Grappler} cannot lasso right now,AM.Error.Grapple.SelfInAnimation,Keys.xml,keyed,(PH_1) cannot lasso right now
AM.Error.Grapple.Mass,{Target} is too heavy for {Grappler} to lasso,AM.Error.Grapple.Mass,Keys.xml,keyed,(PH_2) is too heavy for (PH_1) to lasso
AM.Error.Grapple.Mass.Short,{Target} is too heavy,AM.Error.Grapple.Mass.Short,Keys.xml,keyed,(PH_1) is too heavy
AM.Error.Grapple.Size,{Target} is too large for {Grappler} to lasso,AM.Error.Grapple.Size,Keys.xml,keyed,(PH_2) is too large for (PH_1) to lasso
AM.Error.Grapple.Size.Short,{Target} is too large,AM.Error.Grapple.Size.Short,Keys.xml,keyed,(PH_1) is too large
AM.Error.Grapple.Cooldown,{Grappler}'s lasso is on cooldown,AM.Error.Grapple.Cooldown,Keys.xml,keyed,(PH_1)'s lasso is on cooldown
AM.Error.Grapple.Cooldown.Short,Lasso on cooldown,AM.Error.Grapple.Cooldown.Short,Keys.xml,keyed,Lasso on cooldown
AM.Error.Grapple.SkillIssue,{Grappler} does not have the required melee skill ({MeleeSkill}) to use their lasso,AM.Error.Grapple.SkillIssue,Keys.xml,keyed,(PH_2) does not have the required melee skill ((PH_1)) to use their lasso
AM.Error.Grapple.SkillIssue.Short,Not enough melee skill,AM.Error.Grapple.SkillIssue.Short,Keys.xml,keyed,Not enough melee skill
AM.Error.Grapple.Manipulation,{Grappler} does not have the required manipulation to use their lasso,AM.Error.Grapple.Manipulation,Keys.xml,keyed,(PH_1) does not have the required manipulation to use their lasso
AM.Error.Grapple.Manipulation.Short,Not enough manipulation,AM.Error.Grapple.Manipulation.Short,Keys.xml,keyed,Not enough manipulation
AM.Error.Grapple.NoDest,There is no free spot around {Grappler} to drag {Target} to,AM.Error.Grapple.NoDest,Keys.xml,keyed,There is no free spot around (PH_2) to drag (PH_1) to
AM.Error.Grapple.NoDest.Short,No free spot around {Grappler},AM.Error.Grapple.NoDest.Short,Keys.xml,keyed,No free spot around (PH_1)
AM.Stats.BaseValue,Base Value: {0},AM.Stats.BaseValue,Keys.xml,keyed,Base Value: (PH_1)
AM.Stats.MeleeSkillOffset,Melee Skill ({0}) Effect: {1},AM.Stats.MeleeSkillOffset,Keys.xml,keyed,Melee Skill ((PH_2)) Effect: (PH_1)
AM.Stats.ConsciousnessOffset,Consciousness ({0}) Effect: {1},AM.Stats.ConsciousnessOffset,Keys.xml,keyed,Consciousness ((PH_2)) Effect: (PH_1)
AM.Stats.ManipulationOffset,Manipulation ({0}) Effect: {1},AM.Stats.ManipulationOffset,Keys.xml,keyed,Manipulation ((PH_2)) Effect: (PH_1)
AM.Stats.WeaponDamageTypeOffset,Weapon Damage Type ({0}) Effect: {1},AM.Stats.WeaponDamageTypeOffset,Keys.xml,keyed,Weapon Damage Type ((PH_2)) Effect: (PH_1)
AM.Stats.WeaponDPSCoef,Weapon DPS ({0}) Effect: {1},AM.Stats.WeaponDPSCoef,Keys.xml,keyed,Weapon DPS ((PH_2)) Effect: (PH_1)
AM.Stats.NoWeapon,No Melee Weapon Equipped: {0},AM.Stats.NoWeapon,Keys.xml,keyed,No Melee Weapon Equipped: (PH_1)
AM.Stats.GlobalCoef,Global {0} Multiplier (from mod settings): {1},AM.Stats.GlobalCoef,Keys.xml,keyed,Global (PH_2) Multiplier (from mod settings): (PH_1)
AM.Stats.FriendlyCoef,Friendly Pawn Multiplier (from mod settings): x{0},AM.Stats.FriendlyCoef,Keys.xml,keyed,Friendly Pawn Multiplier (from mod settings): x(PH_1)
AM.Stats.SkillCoef,Melee Skill Multiplier: x{0},AM.Stats.SkillCoef,Keys.xml,keyed,Melee Skill Multiplier: x(PH_1)
AM.Stats.EnemyCoef,Hostile Pawn Multiplier (from mod settings): x{0},AM.Stats.EnemyCoef,Keys.xml,keyed,Hostile Pawn Multiplier (from mod settings): x(PH_1)
AM.Stats.Lethality,lethality,AM.Stats.Lethality,Keys.xml,keyed,lethality
AM.Stats.DuelAbility,duel ability,AM.Stats.DuelAbility,Keys.xml,keyed,duel ability
AM.Stats.FriendlyPawnBonus,Friendly Pawn Bonus (from mod settings): {0},AM.Stats.FriendlyPawnBonus,Keys.xml,keyed,Friendly Pawn Bonus (from mod settings): (PH_1)
AM.Skill.Cast,Cast unique skill '{0}' on {1},AM.Skill.Cast,Keys.xml,keyed,Cast unique skill '(PH_2)' on (PH_1)
AM.Skill.CantCast,Can't cast {0}: {1},AM.Skill.CantCast,Keys.xml,keyed,Can't cast (PH_2): (PH_1)
AM.Skill.CantCastGeneric,Can't cast {0} on {1} right now.,AM.Skill.CantCastGeneric,Keys.xml,keyed,Can't cast (PH_2) on (PH_1) right now.
AM.Skill.BadTargetState,Target invalid state.,AM.Skill.BadTargetState,Keys.xml,keyed,Target invalid state.
AM.Skill.AlreadyActive,The skill is already active.,AM.Skill.AlreadyActive,Keys.xml,keyed,The skill is already active.
AM.Skill.OnCooldown,On cooldown for {0} seconds.,AM.Skill.OnCooldown,Keys.xml,keyed,On cooldown for (PH_1) seconds.
AM.Skill.OnCooldownExec,On cooldown for {0} seconds (because of recent execution).,AM.Skill.OnCooldownExec,Keys.xml,keyed,On cooldown for (PH_1) seconds (because of recent execution).
AM.Skill.BadWeapon,Missing required weapon.,AM.Skill.BadWeapon,Keys.xml,keyed,Missing required weapon.
AM.Skill.Gilgamesh.LowPsy,Psylink level {0} is below required level {1}.,AM.Skill.Gilgamesh.LowPsy,Keys.xml,keyed,Psylink level (PH_2) is below required level (PH_1).
AM.Skill.Gilgamesh.LowMelee,Melee level {0} is below required level {1}.,AM.Skill.Gilgamesh.LowMelee,Keys.xml,keyed,Melee level (PH_2) is below required level (PH_1).
AM.Patch.OptDisabled,The invisibilty optimization has been disabled by the Melee Animation mod due to visual bugs.,AM.Patch.OptDisabled,Keys.xml,keyed,The invisibilty optimization has been disabled by the Melee Animation mod due to visual bugs.
SimpleSettings.Preset,Preset:,SimpleSettings.Preset,Keys.xml,keyed,Preset:
SimpleSettings.Preset.Custom,Custom,SimpleSettings.Preset.Custom,Keys.xml,keyed,Custom
SimpleSettings.ClickToReset,Right-click to set an option back to its default value.,SimpleSettings.ClickToReset,Keys.xml,keyed,Right-click to set an option back to its default value.
AM.AMSettings.Presets.Default,Default,AM.AMSettings.Presets.Default,Keys.xml,keyed,Default
AM.AMSettings.Presets.Default.Desc,Enables all features the mod has to offer,AM.AMSettings.Presets.Default.Desc,Keys.xml,keyed,Enables all features the mod has to offer
AM.AMSettings.Presets.NoLassos,No Lassos,AM.AMSettings.Presets.NoLassos,Keys.xml,keyed,No Lassos
AM.AMSettings.Presets.NoLassos.Desc,"Everything is enabled except lassos. You can still craft and use lassos manually if you want but enemies will not spawn with or use lassos.

* Adds melee attack animations.
* Adds melee weapon idle animations
* Adds duels
* Adds execution animations
* Adds Unique Skills",AM.AMSettings.Presets.NoLassos.Desc,Keys.xml,keyed,Everything is enabled except lassos. You can still craft and use lassos manually if you want but enemies will not spawn with or use lassos.(PH_6)(PH_5)* Adds melee attack animations.(PH_4)* Adds melee weapon idle animations(PH_3)* Adds duels(PH_2)* Adds execution animations(PH_1)* Adds Unique Skills
AM.AMSettings.Presets.VanillaPlus,Vanilla+,AM.AMSettings.Presets.VanillaPlus,Keys.xml,keyed,Vanilla+
AM.AMSettings.Presets.VanillaPlus.Desc,"Keeps things very close to vanilla combat. Your pawns will not use lassos unless you manually instruct them to. Your pawns can not do executions, ever. Enemies will never do executions or use lassos.

* Adds melee attack animations.
* Adds melee weapon idle animations
* Lassos can be used by friendly pawns, but must be equipped and triggered manually.",AM.AMSettings.Presets.VanillaPlus.Desc,Keys.xml,keyed,"Keeps things very close to vanilla combat. Your pawns will not use lassos unless you manually instruct them to. Your pawns can not do executions, ever. Enemies will never do executions or use lassos.(PH_4)(PH_3)* Adds melee attack animations.(PH_2)* Adds melee weapon idle animations(PH_1)* Lassos can be used by friendly pawns, but must be equipped and triggered manually."
AM.AMSettings.Settings.Header.General,General,AM.AMSettings.Settings.Header.General,Keys.xml,keyed,General
AM.AMSettings.Settings.AnimateAtIdle,Always Animate Weapons,AM.AMSettings.Settings.AnimateAtIdle,Keys.xml,keyed,Always Animate Weapons
AM.AMSettings.Settings.AnimateAtIdle.Desc,"If enabled, melee weapons are animated whenever they are held, such as when standing drafted or while moving in combat.
If disabled, animations are limited to duels, special skills and executions.

<b>Leaving this enabled can have a large performance impact on densely populated maps.
Please reload your save after changing this setting.</b>",AM.AMSettings.Settings.AnimateAtIdle.Desc,Keys.xml,keyed,"If enabled, melee weapons are animated whenever they are held, such as when standing drafted or while moving in combat.(PH_6)If disabled, animations are limited to duels, special skills and executions.(PH_5)(PH_4)(PH_3)Leaving this enabled can have a large performance impact on densely populated maps.(PH_2)Please reload your save after changing this setting.(PH_1)"
AM.AMSettings.Settings.EnableUniqueSkills,Enable Unique Skills,AM.AMSettings.Settings.EnableUniqueSkills,Keys.xml,keyed,Enable Unique Skills
AM.AMSettings.Settings.EnableUniqueSkills.Desc,"Enables or disables the Unique Skill system.
Unique Skills are powerful attacks or abilities that are unlocked under certain conditions.
Only your colonists can use these skills and they must be activated manually. See the Steam workshop page for more info.",AM.AMSettings.Settings.EnableUniqueSkills.Desc,Keys.xml,keyed,Enables or disables the Unique Skill system.(PH_2)Unique Skills are powerful attacks or abilities that are unlocked under certain conditions.(PH_1)Only your colonists can use these skills and they must be activated manually. See the Steam workshop page for more info.
AM.AMSettings.Settings.AllowInvisiblePawns,Animated Pawns Considered Invisible,AM.AMSettings.Settings.AllowInvisiblePawns,Keys.xml,keyed,Animated Pawns Considered Invisible
AM.AMSettings.Settings.AllowInvisiblePawns.Desc,"When in an animation, such as an execution, pawns are considered invisible by all other pawns and turrets: they will not be actively targeted or shot at. This makes executions less risky.
Note that pawns in animations can still take damage, such as from stray gunfire or explosions.",AM.AMSettings.Settings.AllowInvisiblePawns.Desc,Keys.xml,keyed,"When in an animation, such as an execution, pawns are considered invisible by all other pawns and turrets: they will not be actively targeted or shot at. This makes executions less risky.(PH_1)Note that pawns in animations can still take damage, such as from stray gunfire or explosions."
AM.AMSettings.Settings.GlobalAnimationSpeed,Global Animation Speed,AM.AMSettings.Settings.GlobalAnimationSpeed,Keys.xml,keyed,Global Animation Speed
AM.AMSettings.Settings.GlobalAnimationSpeed.Desc,"A modifier on the speed of all animations.
Higher is faster.",AM.AMSettings.Settings.GlobalAnimationSpeed.Desc,Keys.xml,keyed,A modifier on the speed of all animations.(PH_1)Higher is faster.
AM.AMSettings.Settings.animSettings,Individual Animation Settings,AM.AMSettings.Settings.animSettings,Keys.xml,keyed,Individual Animation Settings
AM.AMSettings.Settings.Header.Lasso,Lasso,AM.AMSettings.Settings.Header.Lasso,Keys.xml,keyed,Lasso
AM.AMSettings.Settings.AutoGrapple,Auto Lasso,AM.AMSettings.Settings.AutoGrapple,Keys.xml,keyed,Auto Lasso
AM.AMSettings.Settings.AutoGrapple.Desc,"If true, your colonists will automatically use their lassos against enemies.

This only changes the <b>default</b> setting. It can also be configured on a per-pawn basis.",AM.AMSettings.Settings.AutoGrapple.Desc,Keys.xml,keyed,"If true, your colonists will automatically use their lassos against enemies.(PH_5)(PH_4)This only changes the (PH_3)default(PH_2) setting. It can also be configured on a per-(PH_1) basis."
AM.AMSettings.Settings.GrappleAttemptMTBSeconds,Automatic Lasso Average Interval (Friendly),AM.AMSettings.Settings.GrappleAttemptMTBSeconds,Keys.xml,keyed,Automatic Lasso Average Interval (Friendly)
AM.AMSettings.Settings.GrappleAttemptMTBSeconds.Desc,"This is the average time, in seconds, at which friendly pawns will attempt to use their lasso to pull an enemy into melee range.
If their execution is off cooldown and Auto Execute is enabled, they will immediately execute the lassoed target too.",AM.AMSettings.Settings.GrappleAttemptMTBSeconds.Desc,Keys.xml,keyed,"This is the average time, in seconds, at which friendly pawns will attempt to use their lasso to pull an enemy into melee range.(PH_1)If their execution is off cooldown and Auto Execute is enabled, they will immediately execute the lassoed target too."
AM.AMSettings.Settings.LassoSpawnChance,Lasso Commonality,AM.AMSettings.Settings.LassoSpawnChance,Keys.xml,keyed,Lasso Commonality
AM.AMSettings.Settings.LassoSpawnChance.Desc,"This is the % chance for any <b>melee fighter</b> pawn to spawn with a lasso equipped.
Set this to 0% to disable natural lasso generation on pawns.",AM.AMSettings.Settings.LassoSpawnChance.Desc,Keys.xml,keyed,This is the % chance for any (PH_4)melee fighter(PH_3) (PH_2) to spawn with a lasso equipped.(PH_1)Set this to 0% to disable natural lasso generation on pawns.
AM.AMSettings.Settings.EnemiesCanGrapple,Enemies Can Lasso,AM.AMSettings.Settings.EnemiesCanGrapple,Keys.xml,keyed,Enemies Can Lasso
AM.AMSettings.Settings.EnemiesCanGrapple.Desc,Can enemies use lassos (if they have any) to pull your colonists into melee range?,AM.AMSettings.Settings.EnemiesCanGrapple.Desc,Keys.xml,keyed,Can enemies use lassos (if they have any) to pull your colonists into melee range?
AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy,Automatic Lasso Average Interval (Enemy),AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy,Keys.xml,keyed,Automatic Lasso Average Interval (Enemy)
AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy.Desc,"This is the average time, in seconds, at which enemy pawns will attempt to use their lasso to pull a target into melee range.
If their execution is off cooldown and 'Enemies Can Perform Executions' is enabled, they will immediately execute the lassoed target too.",AM.AMSettings.Settings.GrappleAttemptMTBSecondsEnemy.Desc,Keys.xml,keyed,"This is the average time, in seconds, at which enemy pawns will attempt to use their lasso to pull a target into melee range.(PH_1)If their execution is off cooldown and 'Enemies Can Perform Executions' is enabled, they will immediately execute the lassoed target too."
AM.AMSettings.Settings.MinMeleeSkillToLasso,Minimum Melee Skill,AM.AMSettings.Settings.MinMeleeSkillToLasso,Keys.xml,keyed,Minimum Melee Skill
AM.AMSettings.Settings.MinMeleeSkillToLasso.Desc,"The minumum melee skill required to use a lasso.
Affects all pawns.",AM.AMSettings.Settings.MinMeleeSkillToLasso.Desc,Keys.xml,keyed,The minumum melee skill required to use a lasso.(PH_1)Affects all pawns.
AM.AMSettings.Settings.MinManipulationToLasso,Minimum Manipulation,AM.AMSettings.Settings.MinManipulationToLasso,Keys.xml,keyed,Minimum Manipulation
AM.AMSettings.Settings.MinManipulationToLasso.Desc,"The minimum Manipulation stat required to use a lasso.
Affects all pawns.",AM.AMSettings.Settings.MinManipulationToLasso.Desc,Keys.xml,keyed,The minimum Manipulation stat required to use a lasso.(PH_1)Affects all pawns.
AM.AMSettings.Settings.MaxLassoMass,Max Pawn Mass,AM.AMSettings.Settings.MaxLassoMass,Keys.xml,keyed,Max Pawn Mass
