key,text,tag,file,type
advanced_respect_capacity_label,-- pawns will not exceed inventory capacity,advanced_respect_capacity_label,strings.xml,keyed
advanced_respect_capacity_note,For immersion reasons or whatever,advanced_respect_capacity_note,strings.xml,keyed
optimal_patching_label,Optimal Patching,optimal_patching_label,strings.xml,keyed
optimal_patching_note,"When this option is off, all options activate immediately after toggling them, at the cost of always being in the code, possibly affecting performance even if they're toggled off. When option is on, options will require you to restart the game when changed, but patches needed for these options won't happen, removing extra performance impact when game launches with these options toggled off",optimal_patching_note,strings.xml,keyed
optimal_patching_attention_label,ATTENTION: Optimal patching doesn't properly apply without restarting the game!,optimal_patching_attention_label,strings.xml,keyed
UnloadMarkedItems.reportString,unloading inventory.,reportString,JobDef/JobDef.xml,def
SocialRelaxCommonSense.reportString,relaxing socially.,reportString,JobDef/JobDef.xml,def
avCSDummyRecipeForNutrientPaste.label,dummy_label,label,RecipeDef/RecipeDef.xml,def
avCSDummyRecipeForNutrientPaste.description,dummy_desc,description,RecipeDef/RecipeDef.xml,def
avCSDummyRecipeForNutrientPaste.jobString,dummy_jobString,jobString,RecipeDef/RecipeDef.xml,def
CooledStoreroom.label,fridge room,label,RoomRoleDef/RoomRoleDef.xml,def
